symbol,isin,name,currency,size,domicile,exchange,instrument,ter,ticker,wkn
IE00BFMNPS42,IE00BFMNPS42,Xtrackers MSCI USA ESG UCITS ETF 1C,USD,8137.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.15,XZMU,A2JHSH
IE00BTJRMP35,IE00BTJRMP35,Xtrackers MSCI Emerging Markets UCITS ETF 1C,USD,8126.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.18,XMME,A12GVR
IE00B3ZW0K18,IE00B3ZW0K18,iShares S&P 500 EUR Hedged UCITS ETF (Acc),EUR,7921.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.2,IBCF,A1C5E9
FR0010315770,FR0010315770,Amundi MSCI World Swap II UCITS ETF Dist,EUR,7876.0,France,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.3,LYYA,LYX0AG
IE00BYML9W36,IE00BYML9W36,Invesco S&P 500 UCITS ETF Dist,USD,7637.0,Ireland,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana",ETF,0.05,D500,A1405W
IE00BLNMYC90,IE00BLNMYC90,Xtrackers S&P 500 Equal Weight UCITS ETF 1C,USD,7400.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.15,XDEW,A1106A
IE00B0M62Q58,IE00B0M62Q58,iShares MSCI World UCITS ETF (Dist),USD,7334.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.5,IQQW,A0HGV0
IE00BHZPJ908,IE00BHZPJ908,iShares MSCI USA ESG Enhanced CTB UCITS ETF USD (Acc),USD,7144.0,Ireland,"gettex, XETRA, SIX Swiss Exchange, Borsa Italiana",ETF,0.07,EDMU,A2PCB3
IE00B44Z5B48,IE00B44Z5B48,SPDR MSCI All Country World UCITS ETF (Acc),USD,6982.0,Ireland,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.12,SPYY,A1JJTC
IE00B5KQNG97,IE00B5KQNG97,HSBC S&P 500 UCITS ETF USD,USD,6955.0,Ireland,"gettex, XETRA, London, Euronext Paris, SIX Swiss Exchange, Borsa Italiana",ETF,0.09,H4ZF,A1C19C
LU0274209237,LU0274209237,Xtrackers MSCI Europe UCITS ETF 1C,USD,6860.0,Luxembourg,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.12,XMEU,DBX1ME
IE00B53L3W79,IE00B53L3W79,iShares Core EURO STOXX 50 UCITS ETF EUR (Acc),EUR,6805.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.1,SXRT,A0YEDJ
LU0274211480,LU0274211480,Xtrackers DAX UCITS ETF 1C,EUR,6584.0,Luxembourg,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.09,DBXD,DBX1DA
JE00B1VS3770,JE00B1VS3770,WisdomTree Physical Gold,USD,6502.0,Jersey,"gettex, XETRA, London, Euronext Paris, Borsa Italiana, Euronext Amsterdam",ETC,0.39,VZLD,A0N6XK
IE00BHZPJ239,IE00BHZPJ239,iShares MSCI EM ESG Enhanced CTB UCITS ETF USD (Acc),USD,6418.0,Ireland,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana",ETF,0.18,EDM2,A2PCB0
IE00B8GKDB10,IE00B8GKDB10,Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,USD,6363.0,Ireland,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.29,VGWD,A1T8FV
DE000A2T0VU5,DE000A2T0VU5,Xtrackers IE Physical Gold ETC Securities,USD,6338.0,Ireland,"gettex, XETRA, London, Borsa Italiana",ETC,0.11,XGDU,A2T0VU
IE00B60SX170,IE00B60SX170,Invesco MSCI USA UCITS ETF,USD,6299.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.05,SC0H,A0RGCQ
IE00BYX2JD69,IE00BYX2JD69,iShares MSCI World SRI UCITS ETF EUR (Acc),EUR,6188.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.2,2B7K,A2DVB9
IE000YYE6WK5,IE000YYE6WK5,VanEck Defense UCITS ETF A,USD,6183.0,Ireland,"gettex, XETRA, London, Euronext Paris, SIX Swiss Exchange, Borsa Italiana",ETF,0.55,DFEN,A3D9M1
IE00BF4RFH31,IE00BF4RFH31,iShares MSCI World Small Cap UCITS ETF,USD,6181.0,Ireland,"gettex, XETRA, London, Stuttgart",ETF,0.35,IUSN,A2DWBY
IE00B3VWN393,IE00B3VWN393,iShares USD Treasury Bond 3-7yr UCITS ETF (Acc),USD,6169.0,Ireland,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.07,SXRL,A0X8SH
LU0380865021,LU0380865021,Xtrackers EURO STOXX 50 UCITS ETF 1C,EUR,6163.0,Luxembourg,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.09,XESC,DBX1ET
IE00B66F4759,IE00B66F4759,iShares EUR High Yield Corporate Bond UCITS ETF EUR (Dist),EUR,6104.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.5,EUNW,A1C3NE
IE00B0M63177,IE00B0M63177,iShares MSCI EM UCITS ETF (Dist),USD,6067.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.18,IQQE,A0HGWC
IE00B60SX394,IE00B60SX394,Invesco MSCI World UCITS ETF Acc,USD,5953.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.19,SC0J,A0RGCS
IE00B4L5YX21,IE00B4L5YX21,iShares Core MSCI Japan IMI UCITS ETF,USD,5898.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.12,EUNN,A0RPWL
IE00BYXPSP02,IE00BYXPSP02,iShares USD Treasury Bond 1-3yr UCITS ETF (Acc),USD,5845.0,Ireland,"gettex, London, SIX Swiss Exchange",ETF,0.07,IS0F,A2DN9Z
IE00BZ02LR44,IE00BZ02LR44,Xtrackers MSCI World ESG UCITS ETF 1C,USD,5801.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.2,XZW0,A2AQST
IE00BGV5VN51,IE00BGV5VN51,Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C 1C,USD,5794.0,Ireland,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana",ETF,0.35,XAIX,A2N6LC
LU2572257124,LU2572257124,Amundi Core MSCI World Swap UCITS ETF Dist,USD,5731.0,Luxembourg,"gettex, XETRA, London",ETF,0.2,AHYQ,ETF018
IE00B53QG562,IE00B53QG562,iShares Core MSCI EMU UCITS ETF EUR (Acc),EUR,5713.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.12,SXR7,A0YEDX
LU1681043599,LU1681043599,Amundi MSCI World Swap UCITS ETF EUR Acc,EUR,5359.0,Luxembourg,"gettex, XETRA, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.38,AMEW,A2H59Q
LU0274211217,LU0274211217,Xtrackers EURO STOXX 50 UCITS ETF 1D,EUR,5326.0,Luxembourg,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.09,XESX,DBX1EU
IE00B4L5YC18,IE00B4L5YC18,iShares MSCI EM UCITS ETF (Acc),USD,5266.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.18,EUNM,A0RPWJ
IE00BF4G6Y48,IE00BF4G6Y48,JPMorgan Global Research Enhanced Index Equity (ESG) UCITS ETF USD (acc),USD,5107.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.25,JREG,A2DWM6
IE0008471009,IE0008471009,iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),EUR,5052.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.1,EUN2,935927
LU2009147757,LU2009147757,Xtrackers S&P 500 Swap UCITS ETF 1D,USD,5033.0,Luxembourg,"gettex, XETRA, London, Borsa Italiana",ETF,0.07,XSXD,DBX00S
IE00B4WXJJ64,IE00B4WXJJ64,iShares Core Euro Government Bond UCITS ETF (Dist),EUR,4961.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.07,EUNH,A0RL83
IE00BD4TXV59,IE00BD4TXV59,UBS Core MSCI World UCITS ETF USD acc,USD,4940.0,Ireland,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana",ETF,0.06,UETW,A2PK5J
IE00BM67HT60,IE00BM67HT60,Xtrackers MSCI World Information Technology UCITS ETF 1C,USD,4931.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.25,XDWT,A113FM
LU1437018168,LU1437018168,Amundi Index Euro Corporate SRI UCITS ETF DR (C),EUR,4912.0,Luxembourg,"gettex, XETRA, London, Euronext Paris, Borsa Italiana",ETF,0.14,A4H8,A2ATY6
IE00BGHQ0G80,IE00BGHQ0G80,Xtrackers MSCI AC World Screened UCITS ETF 1C,EUR,4837.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.25,XMAW,A1W8SB
LU0274208692,LU0274208692,Xtrackers MSCI World Swap UCITS ETF 1C,USD,4788.0,Luxembourg,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.45,DBXW,DBX1MW
IE00BYXYYP94,IE00BYXYYP94,iShares USD Short Duration Corporate Bond UCITS ETF (Acc),USD,4743.0,Ireland,"gettex, London, SIX Swiss Exchange",ETF,0.2,IS09,A2DN9V
DE000A0F5UF5,DE000A0F5UF5,iShares Nasdaq 100 UCITS ETF (DE),USD,4723.0,Germany,"gettex, XETRA, Stuttgart",ETF,0.3,EXXT,A0F5UF
IE00BZCQB185,IE00BZCQB185,iShares MSCI India UCITS ETF USD (Acc),USD,4718.0,Ireland,"gettex, XETRA, London, Stuttgart, Borsa Italiana, Euronext Amsterdam",ETF,0.65,QDV5,A2AFCY
IE00BK5BQV03,IE00BK5BQV03,Vanguard FTSE Developed World UCITS ETF Acc,USD,4708.0,Ireland,"gettex, XETRA, London, Borsa Italiana",ETF,0.12,VGVF,A2PLS9
LU0478205379,LU0478205379,Xtrackers II EUR Corporate Bond UCITS ETF 1C,EUR,4702.0,Luxembourg,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.09,D5BG,DBX0EY
IE00B441G979,IE00B441G979,iShares MSCI World EUR Hedged UCITS ETF (Acc),EUR,4700.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.55,IBCH,A1C5E7
IE00B810Q511,IE00B810Q511,Vanguard FTSE 100 UCITS ETF (GBP) Distributing,GBP,4679.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.09,VUKE,A1JX54
IE00BFNM3P36,IE00BFNM3P36,iShares MSCI EM IMI Screened UCITS ETF USD (Acc),USD,4652.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange",ETF,0.18,AYEM,A2N6TH
LU1829221024,LU1829221024,Amundi Core Nasdaq-100 Swap UCITS ETF Acc,EUR,4572.0,Luxembourg,"gettex, XETRA, London, Euronext Paris, Stuttgart, Borsa Italiana",ETF,0.22,LYMS,LYX00F
NL0011683594,NL0011683594,VanEck Morningstar Developed Markets Dividend Leaders UCITS ETF,EUR,4538.0,Netherlands,"gettex, XETRA, London, Euronext Paris, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam, Euronext Brussels",ETF,0.38,VDIV,A2JAHJ
IE00BFNM3D14,IE00BFNM3D14,iShares MSCI Europe Screened UCITS ETF EUR (Acc),EUR,4531.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange",ETF,0.12,SLMC,A2N48D
JE00B588CD74,JE00B588CD74,WisdomTree Physical Swiss Gold,USD,4495.0,Jersey,"gettex, XETRA, London, Borsa Italiana, Euronext Amsterdam",ETC,0.15,GZUR,A1DCTK
IE00BFNM3J75,IE00BFNM3J75,iShares MSCI World Screened UCITS ETF USD (Acc),USD,4439.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.2,SNAW,A2N6TD
IE00BHZPJ569,IE00BHZPJ569,iShares MSCI World ESG Enhanced CTB UCITS ETF USD (Acc),USD,4412.0,Ireland,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana",ETF,0.2,EDMW,A2PCB4
IE00BK1PV551,IE00BK1PV551,Xtrackers MSCI World UCITS ETF 1D,USD,4398.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange",ETF,0.12,XDWL,A1XEY2
IE0002H3JQ66,IE0002H3JQ66,SPDR Bloomberg 1-5 Year U.S. Corporate Bond UCITS ETF USD (Acc),USD,4386.0,Ireland,"gettex, XETRA, London",ETF,0.08,SPP5,A41AT2
IE00B5L8K969,IE00B5L8K969,iShares MSCI EM Asia UCITS ETF (Acc),USD,4380.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.2,CEBL,A1C1H5
LU1190417599,LU1190417599,Amundi Smart Overnight Return UCITS ETF Acc,EUR,4350.0,Luxembourg,"gettex, XETRA, Euronext Paris, Borsa Italiana",ETF,0.1,LYOR,LYX0WM
IE00BH4GPZ28,IE00BH4GPZ28,SPDR S&P 500 Leaders UCITS ETF USD Unhedged (Acc),USD,4295.0,Ireland,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.03,SPPY,A2PSPE
IE00BYZTVT56,IE00BYZTVT56,iShares EUR Corporate Bond ESG SRI UCITS ETF (Dist),EUR,4246.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.14,OM3F,A142NT
DE000ETFL508,DE000ETFL508,Deka MSCI World UCITS ETF Distribution,EUR,4233.0,Germany,"gettex, XETRA, Stuttgart",ETF,0.3,ELFW,ETFL50
IE00B3VWN518,IE00B3VWN518,iShares USD Treasury Bond 7-10yr UCITS ETF (Acc),USD,4197.0,Ireland,"XETRA, London, SIX Swiss Exchange",ETF,0.07,SXRM,A0X8SJ
IE00B945VV12,IE00B945VV12,Vanguard FTSE Developed Europe UCITS ETF Distributing,EUR,4155.0,Ireland,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.1,VGEU,A1T8FS
LU0274210672,LU0274210672,Xtrackers MSCI USA Swap UCITS ETF 1C,USD,4137.0,Luxembourg,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.15,XMUS,DBX1MU
IE00BHZPJ676,IE00BHZPJ676,iShares MSCI Europe ESG Enhanced CTB UCITS ETF EUR (Dist),EUR,4125.0,Ireland,"gettex, XETRA, London, Stuttgart",ETF,0.12,EMNU,A2PDNW
LU1781541252,LU1781541252,Amundi Core MSCI Japan UCITS ETF Acc,JPY,4104.0,Luxembourg,"gettex, XETRA, London, Stuttgart, Borsa Italiana, Euronext Amsterdam",ETF,0.12,LCUJ,LYX0YC
IE00BP3QZB59,IE00BP3QZB59,iShares Edge MSCI World Value Factor UCITS ETF,USD,4059.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.25,IS3S,A12ATG
LU0490618542,LU0490618542,Xtrackers S&P 500 Swap UCITS ETF 1C,USD,4016.0,Luxembourg,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.15,D5BM,DBX0F2
IE00B6R52036,IE00B6R52036,iShares Gold Producers UCITS ETF,USD,4014.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Euronext Amsterdam",ETF,0.55,IS0E,A1JKQJ
LU1437015735,LU1437015735,Amundi Core MSCI Europe UCITS ETF Acc,EUR,3959.0,Luxembourg,"gettex, London, Euronext Paris, Borsa Italiana, Euronext Amsterdam",ETF,0.12,A4HZ,A2ATYJ
LU0629459743,LU0629459743,UBS MSCI World Socially Responsible UCITS ETF USD dis,USD,3921.0,Luxembourg,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.22,UIMM,A1JA1R
LU0950674175,LU0950674175,UBS Core MSCI EM UCITS ETF USD acc,USD,3906.0,Luxembourg,"SIX Swiss Exchange, Borsa Italiana",ETF,0.15,EMMUSC,A1W3CN
IE00BJ38QD84,IE00BJ38QD84,SPDR Russell 2000 US Small Cap UCITS ETF,USD,3902.0,Ireland,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.3,ZPRR,A1XFN1
IE00B3YLTY66,IE00B3YLTY66,SPDR MSCI All Country World Investable Market UCITS ETF (Acc),USD,3893.0,Ireland,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.17,SPYI,A1JJTD
IE00B4L60045,IE00B4L60045,iShares EUR Corporate Bond 1-5yr UCITS ETF EUR (Dist),EUR,3866.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.2,EUNT,A0RPWQ
IE00B5M4WH52,IE00B5M4WH52,iShares J.P. Morgan EM Local Government Bond UCITS ETF,USD,3834.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.5,IUSP,A1JADV
IE00B2NPKV68,IE00B2NPKV68,iShares J.P. Morgan USD Emerging Markets Bond UCITS ETF (Dist),USD,3782.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.45,IUS7,A0NECU
IE0006WW1TQ4,IE0006WW1TQ4,Xtrackers MSCI World ex USA UCITS ETF 1C,USD,3781.0,Ireland,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana",ETF,0.15,EXUS,DBX0VH
GB00B00FHZ82,GB00B00FHZ82,Gold Bullion Securities,USD,3773.0,Jersey,"gettex, XETRA, London, Euronext Paris, Borsa Italiana",ETC,0.4,GG9B,A0CANA
IE000KXCEXR3,IE000KXCEXR3,Amundi S&P 500 Screened UCITS ETF Acc,EUR,3765.0,Ireland,"gettex, XETRA, Euronext Paris, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.12,F500,ETF093
IE00B4YBJ215,IE00B4YBJ215,SPDR S&P 400 U.S. Mid Cap UCITS ETF USD Unhedged (Acc),USD,3765.0,Ireland,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.3,SPY4,A1JSHV
LU1829219390,LU1829219390,Amundi Euro Stoxx Banks UCITS ETF Acc,EUR,3751.0,Luxembourg,"gettex, XETRA, London, Euronext Paris, Stuttgart, Borsa Italiana",ETF,0.3,LYBK,LYX0Z5
FR0007054358,FR0007054358,Amundi EURO STOXX 50 II UCITS ETF Acc,EUR,3726.0,France,"gettex, XETRA, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.2,LYSX,798328
IE00BYXYYM63,IE00BYXYYM63,iShares US Aggregate Bond UCITS ETF (Acc),USD,3666.0,Ireland,"gettex, London, SIX Swiss Exchange",ETF,0.25,IS03,A2DN9W
IE00BP3QZ601,IE00BP3QZ601,iShares Edge MSCI World Quality Factor UCITS ETF (Acc),USD,3650.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.25,IS3Q,A12ATE
LU0274209740,LU0274209740,Xtrackers MSCI Japan UCITS ETF 1C,USD,3648.0,Luxembourg,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.12,DBXJ,DBX1MJ
IE00BYXYYJ35,IE00BYXYYJ35,iShares USD Corporate Bond UCITS ETF (Acc),USD,3646.0,Ireland,"gettex, London, SIX Swiss Exchange",ETF,0.2,IS01,A2DN9X
LU0496786657,LU0496786657,Amundi Core S&P 500 Swap UCITS ETF USD Dist,USD,3605.0,Luxembourg,"gettex, XETRA, London, SIX Swiss Exchange",ETF,0.05,6TVM,LYX0FZ
IE00BJ5JPG56,IE00BJ5JPG56,iShares MSCI China UCITS ETF USD (Acc),USD,3599.0,Ireland,"gettex, XETRA, Stuttgart, SIX Swiss Exchange, Euronext Amsterdam",ETF,0.28,ICGA,A2PGQN
DE000EWG2LD7,DE000EWG2LD7,EUWAX Gold II,EUR,3580.0,Germany,"gettex, Stuttgart",ETC,0.0,EWG2,EWG2LD
IE00BCRY6557,IE00BCRY6557,iShares EUR Ultrashort Bond UCITS ETF EUR (Dist),EUR,3578.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.09,IS3M,A1W375
IE00B4NCWG09,IE00B4NCWG09,iShares Physical Silver ETC,USD,3541.0,Ireland,"gettex, London, Stuttgart",ETC,0.2,PPFD,A1KWPR
DE000A0F5UH1,DE000A0F5UH1,iShares STOXX Global Select Dividend 100 UCITS ETF (DE),EUR,3500.0,Germany,"gettex, XETRA, Stuttgart, SIX Swiss Exchange",ETF,0.46,ISPA,A0F5UH
IE00B1FZSB30,IE00B1FZSB30,iShares Core UK Gilts UCITS ETF,GBP,3481.0,Ireland,"gettex, London, SIX Swiss Exchange, Borsa Italiana",ETF,0.07,2B7M,A0LGP9
IE00BKX55T58,IE00BKX55T58,Vanguard FTSE Developed World UCITS ETF Distributing,USD,3471.0,Ireland,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.12,VGVE,A12CX1
FR0007052782,FR0007052782,Amundi CAC 40 UCITS ETF Dist,EUR,3399.0,France,"gettex, London, Euronext Paris",ETF,0.25,LYY,626678
DE000A0F5UJ7,DE000A0F5UJ7,iShares STOXX Europe 600 Banks UCITS ETF (DE),EUR,3393.0,Germany,"gettex, XETRA, Stuttgart, SIX Swiss Exchange",ETF,0.47,EXV1,A0F5UJ
LU0328475792,LU0328475792,Xtrackers STOXX Europe 600 UCITS ETF 1C,EUR,3383.0,Luxembourg,"gettex, XETRA, London, Stuttgart, Borsa Italiana",ETF,0.2,XSX6,DBX1A7
LU2573966905,LU2573966905,Amundi Core MSCI Emerging Markets Swap UCITS ETF Dist,USD,3357.0,Luxembourg,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana",ETF,0.14,AE5A,ETF019
LU0950668870,LU0950668870,UBS Core MSCI EMU UCITS ETF EUR acc,EUR,3357.0,Luxembourg,"SIX Swiss Exchange, Borsa Italiana",ETF,0.12,EMUAA,A1W3AA
IE00BJK55C48,IE00BJK55C48,iShares EUR High Yield Corporate Bond ESG SRI UCITS ETF EUR (Acc),EUR,3329.0,Ireland,"gettex, XETRA, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.25,AYE2,A2PNZM
IE0032895942,IE0032895942,iShares USD Corporate Bond UCITS ETF (Dist),USD,3326.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.2,IBCD,911950
LU0950671825,LU0950671825,UBS Core MSCI Japan UCITS ETF JPY acc,JPY,3310.0,Luxembourg,"SIX Swiss Exchange, Borsa Italiana",ETF,0.12,JPNA,A1W3BE
FR0011550177,FR0011550177,BNP Paribas Easy S&P 500 UCITS ETF USD,USD,3303.0,France,"XETRA, London, Euronext Paris, SIX Swiss Exchange",ETF,0.14,ESAP,A1W4DQ
IE00BF11F565,IE00BF11F565,iShares Core EUR Corporate Bond UCITS ETF (Acc),EUR,3299.0,Ireland,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana",ETF,0.09,IUSG,A2DUC3
IE0002Y8CX98,IE0002Y8CX98,WisdomTree Europe Defence UCITS ETF EUR Unhedged Acc,EUR,3276.0,Ireland,"gettex, XETRA, London, Euronext Paris, SIX Swiss Exchange, Borsa Italiana",ETF,0.4,EUDF,A40Y9K
LU2263803533,LU2263803533,Xtrackers MSCI World Swap UCITS ETF 1D,USD,3224.0,Luxembourg,"gettex, XETRA, London",ETF,0.19,XWD1,DBX0RG
IE00BFZXGZ54,IE00BFZXGZ54,Invesco EQQQ Nasdaq-100 UCITS ETF Acc,USD,3219.0,Ireland,"gettex, XETRA, SIX Swiss Exchange, Borsa Italiana",ETF,0.3,EQQB,A2N6RV
IE00BMG6Z448,IE00BMG6Z448,iShares MSCI EM ex-China UCITS ETF USD (Acc),USD,3213.0,Ireland,"gettex, XETRA, London, Euronext Paris, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.18,84X0,A2QAFK
IE00BKX55S42,IE00BKX55S42,Vanguard FTSE Developed Europe ex UK UCITS ETF (EUR) Distributing,EUR,3212.0,Ireland,"gettex, XETRA, London, Euronext Paris, Stuttgart, Euronext Amsterdam",ETF,0.1,VERX,A12CXZ
IE000MLMNYS0,IE000MLMNYS0,iShares S&P 500 Equal Weight UCITS ETF USD (Acc),USD,3200.0,Ireland,"gettex, XETRA, London, Euronext Paris, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.15,O4J0,A3DN3E
IE00B67B7N93,IE00B67B7N93,PIMCO US Dollar Short Maturity UCITS ETF Dist,USD,3187.0,Ireland,"gettex, London, SIX Swiss Exchange, Borsa Italiana",ETF,0.35,PJSB,A1JE9L
LU1437017350,LU1437017350,Amundi Core MSCI Emerging Markets UCITS ETF Acc,EUR,3123.0,Luxembourg,"gettex, London, Euronext Paris, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.18,10AF,A2ATYY
IE00B53HP851,IE00B53HP851,iShares Core FTSE 100 UCITS ETF GBP (Acc),GBP,3107.0,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Euronext Amsterdam",ETF,0.07,SXRW,A0YEDM
IE00BZ043R46,IE00BZ043R46,iShares Core Global Aggregate Bond UCITS ETF USD Hedged (Acc),USD,3095.0,Ireland,"gettex, London, SIX Swiss Exchange",ETF,0.1,QDVJ,A2DWBL
IE00BH04GL39,IE00BH04GL39,Vanguard EUR Eurozone Government Bond UCITS ETF Accumulating,EUR,3095.0,Ireland,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana",ETF,0.07,VGEA,A2PA8D
