isin,ticker,exchange,name,currency,ter
IE00BLDGH553,SECA,XETRA,iShares EUR Government Bond Climate UCITS ETF EUR (Acc),EUR,0.09
LU1931974775,PR1J,gettex,Amundi Prime Japan UCITS ETF DR (D),EUR,0.05
LU1931974775,PR1J,Stuttgart Stock Exchange,Amundi Prime Japan UCITS ETF DR (D),EUR,0.05
LU1931974775,ETFJAP,Borsa Italiana,Amundi Prime Japan UCITS ETF DR (D),EUR,0.05
LU1931974775,PRIJ,London Stock Exchange,Amundi Prime Japan UCITS ETF DR (D),GBX,0.05
LU1931974775,PRJU,London Stock Exchange,Amundi Prime Japan UCITS ETF DR (D),USD,0.05
LU1931974775,PR1J,XETRA,Amundi Prime Japan UCITS ETF DR (D),EUR,0.05
IE00063GNWK1,CSY2,gettex,UBS MSCI USA Selection UCITS ETF USD acc,EUR,0.1
IE00063GNWK1,USESG,Borsa Italiana,UBS MSCI USA Selection UCITS ETF USD acc,EUR,0.1
IE00063GNWK1,USESG,SIX Swiss Exchange,UBS MSCI USA Selection UCITS ETF USD acc,USD,0.1
IE00063GNWK1,CSY2,XETRA,UBS MSCI USA Selection UCITS ETF USD acc,EUR,0.1
IE00BYXYYN70,IMBA,London Stock Exchange,iShares US Mortgage Backed Securities UCITS ETF (Acc),USD,0.28
IE00BYXYYN70,IMBA,SIX Swiss Exchange,iShares US Mortgage Backed Securities UCITS ETF (Acc),CHF,0.28
IE00BL25JL35,XDEQ,gettex,Xtrackers MSCI World Quality UCITS ETF 1C 1C,EUR,0.25
IE00BL25JL35,XDEQ,Stuttgart Stock Exchange,Xtrackers MSCI World Quality UCITS ETF 1C 1C,EUR,0.25
IE00BL25JL35,XDEQ,Borsa Italiana,Xtrackers MSCI World Quality UCITS ETF 1C 1C,EUR,0.25
IE00BL25JL35,XDEQ,London Stock Exchange,Xtrackers MSCI World Quality UCITS ETF 1C 1C,GBX,0.25
IE00BL25JL35,XDEQ,SIX Swiss Exchange,Xtrackers MSCI World Quality UCITS ETF 1C 1C,USD,0.25
IE00BL25JL35,XDEQ,XETRA,Xtrackers MSCI World Quality UCITS ETF 1C 1C,EUR,0.25
IE00B1XNHC34,INRG,London Stock Exchange,iShares Global Clean Energy Transition UCITS ETF USD (Dist),GBX,0.65
IE00B1XNHC34,IQQH,gettex,iShares Global Clean Energy Transition UCITS ETF USD (Dist),EUR,0.65
IE00B1XNHC34,IQQH,Stuttgart Stock Exchange,iShares Global Clean Energy Transition UCITS ETF USD (Dist),EUR,0.65
IE00B1XNHC34,INRG,Borsa Italiana,iShares Global Clean Energy Transition UCITS ETF USD (Dist),EUR,0.65
IE00B1XNHC34,-,London Stock Exchange,iShares Global Clean Energy Transition UCITS ETF USD (Dist),USD,0.65
IE00B1XNHC34,INRG,SIX Swiss Exchange,iShares Global Clean Energy Transition UCITS ETF USD (Dist),USD,0.65
IE00B1XNHC34,IQQH,XETRA,iShares Global Clean Energy Transition UCITS ETF USD (Dist),EUR,0.65
IE00B1FZSC47,IUST,gettex,iShares USD TIPS UCITS ETF USD (Acc),EUR,0.1
IE00B1FZSC47,IUST,Stuttgart Stock Exchange,iShares USD TIPS UCITS ETF USD (Acc),EUR,0.1
IE00B1FZSC47,O002,London Stock Exchange,iShares USD TIPS UCITS ETF USD (Acc),EUR,0.1
IE00B1FZSC47,ITPS,Borsa Italiana,iShares USD TIPS UCITS ETF USD (Acc),EUR,0.1
IE00B1FZSC47,TPSA,Euronext Amsterdam,iShares USD TIPS UCITS ETF USD (Acc),EUR,0.1
IE00B1FZSC47,IDTP,London Stock Exchange,iShares USD TIPS UCITS ETF USD (Acc),USD,0.1
IE00B1FZSC47,ITPS,London Stock Exchange,iShares USD TIPS UCITS ETF USD (Acc),GBP,0.1
IE00B1FZSC47,ITPS,SIX Swiss Exchange,iShares USD TIPS UCITS ETF USD (Acc),USD,0.1
IE00B1FZSC47,IUST,XETRA,iShares USD TIPS UCITS ETF USD (Acc),EUR,0.1
IE000RHYOR04,ERNX,gettex,iShares EUR Ultrashort Bond UCITS ETF EUR (Acc),EUR,0.09
IE000RHYOR04,ERNX,XETRA,iShares EUR Ultrashort Bond UCITS ETF EUR (Acc),EUR,0.09
IE000COQKPO9,N1ES,gettex,Invesco Nasdaq-100 ESG UCITS ETF Acc,EUR,0.25
IE000COQKPO9,NESG,Borsa Italiana,Invesco Nasdaq-100 ESG UCITS ETF Acc,EUR,0.25
IE000COQKPO9,NESP,London Stock Exchange,Invesco Nasdaq-100 ESG UCITS ETF Acc,GBX,0.25
IE000COQKPO9,NESG,London Stock Exchange,Invesco Nasdaq-100 ESG UCITS ETF Acc,USD,0.25
IE000COQKPO9,NESG,SIX Swiss Exchange,Invesco Nasdaq-100 ESG UCITS ETF Acc,USD,0.25
IE000COQKPO9,N1ES,XETRA,Invesco Nasdaq-100 ESG UCITS ETF Acc,EUR,0.25
DE0005933923,EXS3,gettex,iShares MDAX UCITS ETF (DE),EUR,0.51
DE0005933923,EXS3,Stuttgart Stock Exchange,iShares MDAX UCITS ETF (DE),EUR,0.51
DE0005933923,EXS3,Borsa Italiana,iShares MDAX UCITS ETF (DE),EUR,0.51
DE0005933923,MDAXEX,SIX Swiss Exchange,iShares MDAX UCITS ETF (DE),CHF,0.51
DE0005933923,EXS3,XETRA,iShares MDAX UCITS ETF (DE),EUR,0.51
IE00BQN1K901,IEFV,London Stock Exchange,iShares Edge MSCI Europe Value Factor UCITS ETF,GBX,0.25
IE00BQN1K901,CEMS,gettex,iShares Edge MSCI Europe Value Factor UCITS ETF,EUR,0.25
IE00BQN1K901,CEMS,Stuttgart Stock Exchange,iShares Edge MSCI Europe Value Factor UCITS ETF,EUR,0.25
IE00BQN1K901,IEVL,Borsa Italiana,iShares Edge MSCI Europe Value Factor UCITS ETF,EUR,0.25
IE00BQN1K901,IEVL,London Stock Exchange,iShares Edge MSCI Europe Value Factor UCITS ETF,EUR,0.25
IE00BQN1K901,IEVL,SIX Swiss Exchange,iShares Edge MSCI Europe Value Factor UCITS ETF,EUR,0.25
IE00BQN1K901,CEMS,XETRA,iShares Edge MSCI Europe Value Factor UCITS ETF,EUR,0.25
IE00B9M6RS56,IS3C,gettex,iShares J.P. Morgan USD EM Bond EUR Hedged UCITS ETF (Dist),EUR,0.5
IE00B9M6RS56,IS3C,Stuttgart Stock Exchange,iShares J.P. Morgan USD EM Bond EUR Hedged UCITS ETF (Dist),EUR,0.5
IE00B9M6RS56,EMBE,Borsa Italiana,iShares J.P. Morgan USD EM Bond EUR Hedged UCITS ETF (Dist),EUR,0.5
IE00B9M6RS56,EMBE,London Stock Exchange,iShares J.P. Morgan USD EM Bond EUR Hedged UCITS ETF (Dist),EUR,0.5
IE00B9M6RS56,EMBE,SIX Swiss Exchange,iShares J.P. Morgan USD EM Bond EUR Hedged UCITS ETF (Dist),EUR,0.5
IE00B9M6RS56,IS3C,XETRA,iShares J.P. Morgan USD EM Bond EUR Hedged UCITS ETF (Dist),EUR,0.5
LU0846194776,XD5E,gettex,Xtrackers MSCI EMU UCITS ETF 1D,EUR,0.12
LU0846194776,XD5E,Stuttgart Stock Exchange,Xtrackers MSCI EMU UCITS ETF 1D,EUR,0.12
LU0846194776,XD5E,Borsa Italiana,Xtrackers MSCI EMU UCITS ETF 1D,EUR,0.12
LU0846194776,XD5E,London Stock Exchange,Xtrackers MSCI EMU UCITS ETF 1D,GBX,0.12
LU0846194776,XD5E,SIX Swiss Exchange,Xtrackers MSCI EMU UCITS ETF 1D,CHF,0.12
LU0846194776,XD5E,XETRA,Xtrackers MSCI EMU UCITS ETF 1D,EUR,0.12
LU2008760592,ASR3,gettex,BNP Paribas Easy EUR Corporate Bond SRI PAB 1-3Y UCITS ETF,EUR,0.15
LU2008760592,SRIC3,Borsa Italiana,BNP Paribas Easy EUR Corporate Bond SRI PAB 1-3Y UCITS ETF,EUR,0.15
LU2008760592,SRIC3,Euronext Paris,BNP Paribas Easy EUR Corporate Bond SRI PAB 1-3Y UCITS ETF,EUR,0.15
LU2008760592,SRIC3,SIX Swiss Exchange,BNP Paribas Easy EUR Corporate Bond SRI PAB 1-3Y UCITS ETF,EUR,0.15
LU2008760592,ASR3,XETRA,BNP Paribas Easy EUR Corporate Bond SRI PAB 1-3Y UCITS ETF,EUR,0.15
LU1650487413,EM13,Borsa Italiana,Amundi Euro Government Bond 1-3Y UCITS ETF Acc,EUR,0.15
LU1650487413,LYQ2,gettex,Amundi Euro Government Bond 1-3Y UCITS ETF Acc,EUR,0.15
LU1650487413,LYQ2,Stuttgart Stock Exchange,Amundi Euro Government Bond 1-3Y UCITS ETF Acc,EUR,0.15
LU1650487413,MTA,Euronext Paris,Amundi Euro Government Bond 1-3Y UCITS ETF Acc,EUR,0.15
LU1650487413,LYQ2,XETRA,Amundi Euro Government Bond 1-3Y UCITS ETF Acc,EUR,0.15
IE000716YHJ7,FWIA,gettex,Invesco FTSE All-World UCITS ETF Acc,EUR,0.15
IE000716YHJ7,FWRA,Borsa Italiana,Invesco FTSE All-World UCITS ETF Acc,EUR,0.15
IE000716YHJ7,FWRG,London Stock Exchange,Invesco FTSE All-World UCITS ETF Acc,GBX,0.15
IE000716YHJ7,FWRA,London Stock Exchange,Invesco FTSE All-World UCITS ETF Acc,USD,0.15
IE000716YHJ7,FWRA,SIX Swiss Exchange,Invesco FTSE All-World UCITS ETF Acc,CHF,0.15
IE000716YHJ7,FWIA,XETRA,Invesco FTSE All-World UCITS ETF Acc,EUR,0.15
IE000U9J8HX9,JEQP,gettex,JPMorgan Nasdaq Equity Premium Income Active UCITS ETF USD (dist),EUR,0.35
IE000U9J8HX9,JEPQ,Borsa Italiana,JPMorgan Nasdaq Equity Premium Income Active UCITS ETF USD (dist),EUR,0.35
IE000U9J8HX9,JEQP,London Stock Exchange,JPMorgan Nasdaq Equity Premium Income Active UCITS ETF USD (dist),GBX,0.35
IE000U9J8HX9,JEPQ,London Stock Exchange,JPMorgan Nasdaq Equity Premium Income Active UCITS ETF USD (dist),USD,0.35
IE000U9J8HX9,JEPQ,SIX Swiss Exchange,JPMorgan Nasdaq Equity Premium Income Active UCITS ETF USD (dist),USD,0.35
IE000U9J8HX9,JEQP,XETRA,JPMorgan Nasdaq Equity Premium Income Active UCITS ETF USD (dist),EUR,0.35
IE00B4PY7Y77,IS0R,gettex,iShares USD High Yield Corporate Bond UCITS ETF USD (Dist),EUR,0.5
IE00B4PY7Y77,IS0R,Stuttgart Stock Exchange,iShares USD High Yield Corporate Bond UCITS ETF USD (Dist),EUR,0.5
IE00B4PY7Y77,IHYU,Borsa Italiana,iShares USD High Yield Corporate Bond UCITS ETF USD (Dist),EUR,0.5
IE00B4PY7Y77,IHYU,London Stock Exchange,iShares USD High Yield Corporate Bond UCITS ETF USD (Dist),USD,0.5
IE00B4PY7Y77,SHYU,London Stock Exchange,iShares USD High Yield Corporate Bond UCITS ETF USD (Dist),GBP,0.5
IE00B4PY7Y77,IHYU,SIX Swiss Exchange,iShares USD High Yield Corporate Bond UCITS ETF USD (Dist),CHF,0.5
IE00B4PY7Y77,IS0R,XETRA,iShares USD High Yield Corporate Bond UCITS ETF USD (Dist),EUR,0.5
IE00B4JNQZ49,UIFS,London Stock Exchange,iShares S&P 500 Financials Sector UCITS ETF (Acc),GBX,0.15
IE00B4JNQZ49,QDVH,gettex,iShares S&P 500 Financials Sector UCITS ETF (Acc),EUR,0.15
IE00B4JNQZ49,QDVH,Stuttgart Stock Exchange,iShares S&P 500 Financials Sector UCITS ETF (Acc),EUR,0.15
IE00B4JNQZ49,IUFS,London Stock Exchange,iShares S&P 500 Financials Sector UCITS ETF (Acc),USD,0.15
IE00B4JNQZ49,IUFS,SIX Swiss Exchange,iShares S&P 500 Financials Sector UCITS ETF (Acc),USD,0.15
IE00B4JNQZ49,QDVH,XETRA,iShares S&P 500 Financials Sector UCITS ETF (Acc),EUR,0.15
LU0950670850,UKGBPB,Borsa Italiana,UBS MSCI United Kingdom UCITS ETF GBP acc,EUR,0.2
LU0950670850,UC64,London Stock Exchange,UBS MSCI United Kingdom UCITS ETF GBP acc,GBX,0.2
LU0950670850,UKGBPB,SIX Swiss Exchange,UBS MSCI United Kingdom UCITS ETF GBP acc,GBP,0.2
IE00B3VTMJ91,CE31,London Stock Exchange,iShares Euro Government Bond 1-3yr UCITS ETF (Acc),GBX,0.15
IE00B3VTMJ91,SXRN,gettex,iShares Euro Government Bond 1-3yr UCITS ETF (Acc),EUR,0.15
IE00B3VTMJ91,SXRN,Stuttgart Stock Exchange,iShares Euro Government Bond 1-3yr UCITS ETF (Acc),EUR,0.15
IE00B3VTMJ91,CSBGE3,Borsa Italiana,iShares Euro Government Bond 1-3yr UCITS ETF (Acc),EUR,0.15
IE00B3VTMJ91,CBE3,London Stock Exchange,iShares Euro Government Bond 1-3yr UCITS ETF (Acc),EUR,0.15
IE00B3VTMJ91,CSBGE3,SIX Swiss Exchange,iShares Euro Government Bond 1-3yr UCITS ETF (Acc),EUR,0.15
CH0226976816,CHCORP,SIX Swiss Exchange,iShares Core CHF Corporate Bond ETF (CH) CHF (Dist),CHF,0.15
IE00B14X4Q57,IBCA,gettex,iShares Euro Government Bond 1-3yr UCITS ETF (Dist),EUR,0.15
IE00B14X4Q57,IBCA,Stuttgart Stock Exchange,iShares Euro Government Bond 1-3yr UCITS ETF (Dist),EUR,0.15
IE00B14X4Q57,IBGS,Borsa Italiana,iShares Euro Government Bond 1-3yr UCITS ETF (Dist),EUR,0.15
IE00B14X4Q57,IBGS,Euronext Amsterdam,iShares Euro Government Bond 1-3yr UCITS ETF (Dist),EUR,0.15
IE00B14X4Q57,IBGS,London Stock Exchange,iShares Euro Government Bond 1-3yr UCITS ETF (Dist),GBP,0.15
IE00B14X4Q57,IEGS,London Stock Exchange,iShares Euro Government Bond 1-3yr UCITS ETF (Dist),EUR,0.15
IE00B14X4Q57,IBGS,SIX Swiss Exchange,iShares Euro Government Bond 1-3yr UCITS ETF (Dist),CHF,0.15
IE00B14X4Q57,IBCA,XETRA,iShares Euro Government Bond 1-3yr UCITS ETF (Dist),EUR,0.15
IE00BK5BQW10,VNRA,gettex,Vanguard FTSE North America UCITS ETF (USD) Accumulating,EUR,0.08
IE00BK5BQW10,VNRA,Stuttgart Stock Exchange,Vanguard FTSE North America UCITS ETF (USD) Accumulating,EUR,0.08
IE00BK5BQW10,VNRA,Borsa Italiana,Vanguard FTSE North America UCITS ETF (USD) Accumulating,EUR,0.08
IE00BK5BQW10,VNRA,London Stock Exchange,Vanguard FTSE North America UCITS ETF (USD) Accumulating,USD,0.08
IE00BK5BQW10,VNRG,London Stock Exchange,Vanguard FTSE North America UCITS ETF (USD) Accumulating,GBP,0.08
IE00BK5BQW10,VNRA,SIX Swiss Exchange,Vanguard FTSE North America UCITS ETF (USD) Accumulating,CHF,0.08
IE00BK5BQW10,VNRA,XETRA,Vanguard FTSE North America UCITS ETF (USD) Accumulating,EUR,0.08
IE000O5FBC47,PABUS,Borsa Italiana,Amundi S&P 500 Climate Paris Aligned UCITS ETF Acc,EUR,0.07
IE000O5FBC47,ZPA5,gettex,Amundi S&P 500 Climate Paris Aligned UCITS ETF Acc,EUR,0.07
IE000O5FBC47,PABU,Euronext Paris,Amundi S&P 500 Climate Paris Aligned UCITS ETF Acc,EUR,0.07
IE000O5FBC47,CLMT,London Stock Exchange,Amundi S&P 500 Climate Paris Aligned UCITS ETF Acc,GBP,0.07
IE000O5FBC47,PABU,SIX Swiss Exchange,Amundi S&P 500 Climate Paris Aligned UCITS ETF Acc,USD,0.07
IE000O5FBC47,ZPA7,XETRA,Amundi S&P 500 Climate Paris Aligned UCITS ETF Acc,GBP,0.07
IE000O5FBC47,ZPA6,XETRA,Amundi S&P 500 Climate Paris Aligned UCITS ETF Acc,USD,0.07
IE000O5FBC47,ZPA5,XETRA,Amundi S&P 500 Climate Paris Aligned UCITS ETF Acc,EUR,0.07
IE000LAP5Z18,WELE,Borsa Italiana,Amundi S&P 500 Equal Weight ESG UCITS ETF Acc,EUR,0.18
IE000LAP5Z18,WELE,gettex,Amundi S&P 500 Equal Weight ESG UCITS ETF Acc,EUR,0.18
IE000LAP5Z18,WELE,SIX Swiss Exchange,Amundi S&P 500 Equal Weight ESG UCITS ETF Acc,USD,0.18
IE000LAP5Z18,WELF,XETRA,Amundi S&P 500 Equal Weight ESG UCITS ETF Acc,USD,0.18
IE000LAP5Z18,WELE,XETRA,Amundi S&P 500 Equal Weight ESG UCITS ETF Acc,EUR,0.18
LU0484968812,XB4F,gettex,Xtrackers II EUR Corporate Bond SRI PAB UCITS ETF 1D,EUR,0.16
LU0484968812,XB4F,Stuttgart Stock Exchange,Xtrackers II EUR Corporate Bond SRI PAB UCITS ETF 1D,EUR,0.16
LU0484968812,XB4F,Borsa Italiana,Xtrackers II EUR Corporate Bond SRI PAB UCITS ETF 1D,EUR,0.16
LU0484968812,XB4F,SIX Swiss Exchange,Xtrackers II EUR Corporate Bond SRI PAB UCITS ETF 1D,CHF,0.16
LU0484968812,XB4F,XETRA,Xtrackers II EUR Corporate Bond SRI PAB UCITS ETF 1D,EUR,0.16
IE0032523478,IBCS,gettex,iShares Euro Corporate Bond Large Cap UCITS ETF,EUR,0.09
IE0032523478,IBCS,Stuttgart Stock Exchange,iShares Euro Corporate Bond Large Cap UCITS ETF,EUR,0.09
IE0032523478,IBCX,Borsa Italiana,iShares Euro Corporate Bond Large Cap UCITS ETF,EUR,0.09
IE0032523478,IBCX,Euronext Amsterdam,iShares Euro Corporate Bond Large Cap UCITS ETF,EUR,0.09
IE0032523478,IBCX,London Stock Exchange,iShares Euro Corporate Bond Large Cap UCITS ETF,EUR,0.09
IE0032523478,IBCX,SIX Swiss Exchange,iShares Euro Corporate Bond Large Cap UCITS ETF,CHF,0.09
IE0032523478,IBCS,XETRA,iShares Euro Corporate Bond Large Cap UCITS ETF,EUR,0.09
IE00BLRPPV00,VDST,Borsa Italiana,Vanguard U.S. Treasury 0-1 Year Bond UCITS ETF (USD) Accumulating,EUR,0.05
IE00BLRPPV00,VUCF,gettex,Vanguard U.S. Treasury 0-1 Year Bond UCITS ETF (USD) Accumulating,EUR,0.05
IE00BLRPPV00,VDST,London Stock Exchange,Vanguard U.S. Treasury 0-1 Year Bond UCITS ETF (USD) Accumulating,USD,0.05
IE00BLRPPV00,VUCF,XETRA,Vanguard U.S. Treasury 0-1 Year Bond UCITS ETF (USD) Accumulating,EUR,0.05
IE00BK5BQX27,VWCG,gettex,Vanguard FTSE Developed Europe UCITS ETF (EUR) Accumulating,EUR,0.1
IE00BK5BQX27,VWCG,Stuttgart Stock Exchange,Vanguard FTSE Developed Europe UCITS ETF (EUR) Accumulating,EUR,0.1
IE00BK5BQX27,VWCG,Borsa Italiana,Vanguard FTSE Developed Europe UCITS ETF (EUR) Accumulating,EUR,0.1
IE00BK5BQX27,VWCG,Euronext Amsterdam,Vanguard FTSE Developed Europe UCITS ETF (EUR) Accumulating,EUR,0.1
IE00BK5BQX27,VWCG,London Stock Exchange,Vanguard FTSE Developed Europe UCITS ETF (EUR) Accumulating,USD,0.1
IE00BK5BQX27,VEUA,London Stock Exchange,Vanguard FTSE Developed Europe UCITS ETF (EUR) Accumulating,GBP,0.1
IE00BK5BQX27,VWCG,SIX Swiss Exchange,Vanguard FTSE Developed Europe UCITS ETF (EUR) Accumulating,CHF,0.1
IE00BK5BQX27,VWCG,XETRA,Vanguard FTSE Developed Europe UCITS ETF (EUR) Accumulating,EUR,0.1
IE00BD4TXS21,4UBB,gettex,UBS Core MSCI USA UCITS ETF USD acc,EUR,0.06
IE00BD4TXS21,USAUSW,Borsa Italiana,UBS Core MSCI USA UCITS ETF USD acc,EUR,0.06
IE00BD4TXS21,USAUSW,SIX Swiss Exchange,UBS Core MSCI USA UCITS ETF USD acc,USD,0.06
IE00BD4TXS21,4UBB,XETRA,UBS Core MSCI USA UCITS ETF USD acc,EUR,0.06
IE00BD9MMF62,JEST,gettex,JPMorgan EUR Ultra-Short Income UCITS ETF - EUR (Acc),EUR,0.18
IE00BD9MMF62,JEST,Stuttgart Stock Exchange,JPMorgan EUR Ultra-Short Income UCITS ETF - EUR (Acc),EUR,0.18
IE00BD9MMF62,JEST,Borsa Italiana,JPMorgan EUR Ultra-Short Income UCITS ETF - EUR (Acc),EUR,0.18
IE00BD9MMF62,JSET,London Stock Exchange,JPMorgan EUR Ultra-Short Income UCITS ETF - EUR (Acc),GBP,0.18
IE00BD9MMF62,JEST,SIX Swiss Exchange,JPMorgan EUR Ultra-Short Income UCITS ETF - EUR (Acc),EUR,0.18
IE00BD9MMF62,JEST,XETRA,JPMorgan EUR Ultra-Short Income UCITS ETF - EUR (Acc),EUR,0.18
IE00BMW42306,ESIF,gettex,iShares MSCI Europe Financials Sector UCITS ETF EUR (Acc),EUR,0.18
IE00BMW42306,ESIF,London Stock Exchange,iShares MSCI Europe Financials Sector UCITS ETF EUR (Acc),GBP,0.18
IE00BMW42306,ESIF,XETRA,iShares MSCI Europe Financials Sector UCITS ETF EUR (Acc),EUR,0.18
IE00B3F81409,EUNU,gettex,iShares Core Global Aggregate Bond UCITS ETF USD (Dist),EUR,0.1
IE00B3F81409,EUNU,Stuttgart Stock Exchange,iShares Core Global Aggregate Bond UCITS ETF USD (Dist),EUR,0.1
IE00B3F81409,AGGG,London Stock Exchange,iShares Core Global Aggregate Bond UCITS ETF USD (Dist),USD,0.1
IE00B3F81409,SAGG,London Stock Exchange,iShares Core Global Aggregate Bond UCITS ETF USD (Dist),GBP,0.1
IE00B3F81409,AGGG,SIX Swiss Exchange,iShares Core Global Aggregate Bond UCITS ETF USD (Dist),USD,0.1
IE00B3F81409,EUNU,XETRA,iShares Core Global Aggregate Bond UCITS ETF USD (Dist),EUR,0.1
IE00B14X4S71,IUSU,gettex,iShares USD Treasury Bond 1-3yr UCITS ETF (Dist),EUR,0.07
IE00B14X4S71,IUSU,Stuttgart Stock Exchange,iShares USD Treasury Bond 1-3yr UCITS ETF (Dist),EUR,0.07
IE00B14X4S71,IBTS,Borsa Italiana,iShares USD Treasury Bond 1-3yr UCITS ETF (Dist),EUR,0.07
IE00B14X4S71,IBTS,Euronext Amsterdam,iShares USD Treasury Bond 1-3yr UCITS ETF (Dist),EUR,0.07
IE00B14X4S71,IDBT,London Stock Exchange,iShares USD Treasury Bond 1-3yr UCITS ETF (Dist),USD,0.07
IE00B14X4S71,IBTS,London Stock Exchange,iShares USD Treasury Bond 1-3yr UCITS ETF (Dist),GBP,0.07
IE00B14X4S71,IBTS,SIX Swiss Exchange,iShares USD Treasury Bond 1-3yr UCITS ETF (Dist),USD,0.07
IE00B14X4S71,IUSU,XETRA,iShares USD Treasury Bond 1-3yr UCITS ETF (Dist),EUR,0.07
IE00BGYWSV06,VAGY,gettex,Vanguard USD Corporate 1-3 Year Bond UCITS ETF Accumulating,EUR,0.09
IE00BGYWSV06,VDCA,Borsa Italiana,Vanguard USD Corporate 1-3 Year Bond UCITS ETF Accumulating,EUR,0.09
IE00BGYWSV06,VDCA,London Stock Exchange,Vanguard USD Corporate 1-3 Year Bond UCITS ETF Accumulating,USD,0.09
IE00BGYWSV06,VSCA,London Stock Exchange,Vanguard USD Corporate 1-3 Year Bond UCITS ETF Accumulating,GBP,0.09
IE00BGYWSV06,VSCA,SIX Swiss Exchange,Vanguard USD Corporate 1-3 Year Bond UCITS ETF Accumulating,CHF,0.09
IE00BGYWSV06,VAGY,XETRA,Vanguard USD Corporate 1-3 Year Bond UCITS ETF Accumulating,EUR,0.09
LU0290355717,XGLE,gettex,Xtrackers II Eurozone Government Bond UCITS ETF 1C,EUR,0.07
LU0290355717,DBXN,Stuttgart Stock Exchange,Xtrackers II Eurozone Government Bond UCITS ETF 1C,EUR,0.07
LU0290355717,XGLE,Borsa Italiana,Xtrackers II Eurozone Government Bond UCITS ETF 1C,EUR,0.07
LU0290355717,XGLE,London Stock Exchange,Xtrackers II Eurozone Government Bond UCITS ETF 1C,EUR,0.07
LU0290355717,XGLE,XETRA,Xtrackers II Eurozone Government Bond UCITS ETF 1C,EUR,0.07
DE000A1EK0G3,XAD1,XETRA,Xtrackers Physical Gold EUR Hedged ETC,EUR,0.59
DE000A1EK0G3,XAD1,gettex,Xtrackers Physical Gold EUR Hedged ETC,EUR,0.59
DE000A1EK0G3,XAD1,Borsa Italiana,Xtrackers Physical Gold EUR Hedged ETC,EUR,0.59
DE000A1EK0G3,XAD1,Stuttgart Stock Exchange,Xtrackers Physical Gold EUR Hedged ETC,EUR,0.59
DE000A1EK0G3,OXA1,London Stock Exchange,Xtrackers Physical Gold EUR Hedged ETC,EUR,0.59
DE000A1EK0G3,XAD1,SIX Swiss Exchange,Xtrackers Physical Gold EUR Hedged ETC,EUR,0.59
IE00B5L65R35,ES15,London Stock Exchange,iShares GBP Corporate Bond 0-5yr UCITS ETF,EUR,0.2
IE00B5L65R35,IS15,London Stock Exchange,iShares GBP Corporate Bond 0-5yr UCITS ETF,GBP,0.2
IE00B5L65R35,IS15,SIX Swiss Exchange,iShares GBP Corporate Bond 0-5yr UCITS ETF,GBP,0.2
IE00B1TXK627,IH2O,London Stock Exchange,iShares Global Water UCITS ETF,GBX,0.65
IE00B1TXK627,IQQQ,gettex,iShares Global Water UCITS ETF,EUR,0.65
IE00B1TXK627,IQQQ,Stuttgart Stock Exchange,iShares Global Water UCITS ETF,EUR,0.65
IE00B1TXK627,IH2O,Borsa Italiana,iShares Global Water UCITS ETF,EUR,0.65
IE00B1TXK627,DH2O,London Stock Exchange,iShares Global Water UCITS ETF,USD,0.65
IE00B1TXK627,IH2O,SIX Swiss Exchange,iShares Global Water UCITS ETF,USD,0.65
IE00B1TXK627,IQQQ,XETRA,iShares Global Water UCITS ETF,EUR,0.65
IE00BFM6TC58,SXRC,gettex,iShares USD Treasury Bond 20+yr UCITS ETF USD (Acc),EUR,0.07
IE00BFM6TC58,DTLA,London Stock Exchange,iShares USD Treasury Bond 20+yr UCITS ETF USD (Acc),USD,0.07
LU1079841513,EUPC,gettex,Ossiam Shiller Barclays CAPE® US Sector Value TR UCITS ETF 1C (USD),EUR,0.65
LU1079841513,CAPU,London Stock Exchange,Ossiam Shiller Barclays CAPE® US Sector Value TR UCITS ETF 1C (USD),GBX,0.65
LU1079841513,UCAP,London Stock Exchange,Ossiam Shiller Barclays CAPE® US Sector Value TR UCITS ETF 1C (USD),USD,0.65
LU1079841513,UCAP,SIX Swiss Exchange,Ossiam Shiller Barclays CAPE® US Sector Value TR UCITS ETF 1C (USD),USD,0.65
LU1079841513,EUPC,XETRA,Ossiam Shiller Barclays CAPE® US Sector Value TR UCITS ETF 1C (USD),EUR,0.65
LU2244387457,ASRE,gettex,BNP Paribas Easy JPM ESG EMU Government Bond IG 3-5Y UCITS ETF (Acc),EUR,0.15
LU2244387457,GEMU,Borsa Italiana,BNP Paribas Easy JPM ESG EMU Government Bond IG 3-5Y UCITS ETF (Acc),EUR,0.15
LU2244387457,GEMU,Euronext Paris,BNP Paribas Easy JPM ESG EMU Government Bond IG 3-5Y UCITS ETF (Acc),EUR,0.15
LU2244387457,EMUGB,SIX Swiss Exchange,BNP Paribas Easy JPM ESG EMU Government Bond IG 3-5Y UCITS ETF (Acc),EUR,0.15
LU2244387457,ASRE,XETRA,BNP Paribas Easy JPM ESG EMU Government Bond IG 3-5Y UCITS ETF (Acc),EUR,0.15
IE00B00FV011,2B7Q,gettex,iShares Core GBP Corporate Bond UCITS ETF,EUR,0.2
IE00B00FV011,SLXX,London Stock Exchange,iShares Core GBP Corporate Bond UCITS ETF,GBP,0.2
IE00B00FV011,SLXX,SIX Swiss Exchange,iShares Core GBP Corporate Bond UCITS ETF,GBP,0.2
