isin,ticker,exchange,name,currency,ter
IE00B810Q511,-,Bolsa Mexicana de Valores,Vanguard FTSE 100 UCITS ETF (GBP) Distributing,GBP,0.09
IE00B810Q511,VUKE,Borsa Italiana,Vanguard FTSE 100 UCITS ETF (GBP) Distributing,EUR,0.09
IE00B810Q511,VUKE,London Stock Exchange,Vanguard FTSE 100 UCITS ETF (GBP) Distributing,GBP,0.09
IE00B810Q511,VUKE,SIX Swiss Exchange,Vanguard FTSE 100 UCITS ETF (GBP) Distributing,CHF,0.09
IE00B810Q511,VUKE,XETRA,Vanguard FTSE 100 UCITS ETF (GBP) Distributing,EUR,0.09
IE00BFNM3P36,AYEM,gettex,iShares MSCI EM IMI Screened UCITS ETF USD (Acc),EUR,0.18
IE00BFNM3P36,SEGM,London Stock Exchange,iShares MSCI EM IMI Screened UCITS ETF USD (Acc),GBP,0.18
IE00BFNM3P36,AYEM,Stuttgart Stock Exchange,iShares MSCI EM IMI Screened UCITS ETF USD (Acc),EUR,0.18
IE00BFNM3P36,SAEM,London Stock Exchange,iShares MSCI EM IMI Screened UCITS ETF USD (Acc),USD,0.18
IE00BFNM3P36,SAEM,SIX Swiss Exchange,iShares MSCI EM IMI Screened UCITS ETF USD (Acc),USD,0.18
IE00BFNM3P36,AYEM,XETRA,iShares MSCI EM IMI Screened UCITS ETF USD (Acc),EUR,0.18
LU1829221024,LYMS,gettex,Amundi Core Nasdaq-100 Swap UCITS ETF Acc,EUR,0.22
LU1829221024,LYMS,Stuttgart Stock Exchange,Amundi Core Nasdaq-100 Swap UCITS ETF Acc,EUR,0.22
LU1829221024,UST,Borsa Italiana,Amundi Core Nasdaq-100 Swap UCITS ETF Acc,EUR,0.22
LU1829221024,UST,Euronext Paris,Amundi Core Nasdaq-100 Swap UCITS ETF Acc,EUR,0.22
LU1829221024,NASL,London Stock Exchange,Amundi Core Nasdaq-100 Swap UCITS ETF Acc,GBX,0.22
LU1829221024,NASD,London Stock Exchange,Amundi Core Nasdaq-100 Swap UCITS ETF Acc,USD,0.22
LU1829221024,LYMS,XETRA,Amundi Core Nasdaq-100 Swap UCITS ETF Acc,EUR,0.22
NL0011683594,VDIV,gettex,VanEck Morningstar Developed Markets Dividend Leaders UCITS ETF,EUR,0.38
NL0011683594,TDIV,Borsa Italiana,VanEck Morningstar Developed Markets Dividend Leaders UCITS ETF,EUR,0.38
NL0011683594,TDIV,Euronext Amsterdam,VanEck Morningstar Developed Markets Dividend Leaders UCITS ETF,EUR,0.38
NL0011683594,TDIV,Euronext Brussels,VanEck Morningstar Developed Markets Dividend Leaders UCITS ETF,EUR,0.38
NL0011683594,TDIV,Euronext Paris,VanEck Morningstar Developed Markets Dividend Leaders UCITS ETF,EUR,0.38
NL0011683594,TDIV,London Stock Exchange,VanEck Morningstar Developed Markets Dividend Leaders UCITS ETF,USD,0.38
NL0011683594,TDGB,London Stock Exchange,VanEck Morningstar Developed Markets Dividend Leaders UCITS ETF,GBP,0.38
NL0011683594,TDIV,SIX Swiss Exchange,VanEck Morningstar Developed Markets Dividend Leaders UCITS ETF,CHF,0.38
NL0011683594,VDIV,XETRA,VanEck Morningstar Developed Markets Dividend Leaders UCITS ETF,EUR,0.38
IE00BFNM3D14,SLMC,gettex,iShares MSCI Europe Screened UCITS ETF EUR (Acc),EUR,0.12
IE00BFNM3D14,SLMC,Stuttgart Stock Exchange,iShares MSCI Europe Screened UCITS ETF EUR (Acc),EUR,0.12
IE00BFNM3D14,SAEU,London Stock Exchange,iShares MSCI Europe Screened UCITS ETF EUR (Acc),GBP,0.12
IE00BFNM3D14,SLMC,SIX Swiss Exchange,iShares MSCI Europe Screened UCITS ETF EUR (Acc),EUR,0.12
IE00BFNM3D14,SLMC,XETRA,iShares MSCI Europe Screened UCITS ETF EUR (Acc),EUR,0.12
JE00B588CD74,SGBS,Euronext Amsterdam,WisdomTree Physical Swiss Gold,EUR,0.15
JE00B588CD74,SGBS,Borsa Italiana,WisdomTree Physical Swiss Gold,EUR,0.15
JE00B588CD74,SGBX,London Stock Exchange,WisdomTree Physical Swiss Gold,GBX,0.15
JE00B588CD74,SGBS,London Stock Exchange,WisdomTree Physical Swiss Gold,USD,0.15
JE00B588CD74,GZUR,XETRA,WisdomTree Physical Swiss Gold,EUR,0.15
JE00B588CD74,GZUR,gettex,WisdomTree Physical Swiss Gold,EUR,0.15
IE00BFNM3J75,SNAW,gettex,iShares MSCI World Screened UCITS ETF USD (Acc),EUR,0.2
IE00BFNM3J75,SNAW,Stuttgart Stock Exchange,iShares MSCI World Screened UCITS ETF USD (Acc),EUR,0.2
IE00BFNM3J75,SAWD,Borsa Italiana,iShares MSCI World Screened UCITS ETF USD (Acc),EUR,0.2
IE00BFNM3J75,SAWD,London Stock Exchange,iShares MSCI World Screened UCITS ETF USD (Acc),USD,0.2
IE00BFNM3J75,SAWD,SIX Swiss Exchange,iShares MSCI World Screened UCITS ETF USD (Acc),USD,0.2
IE00BFNM3J75,SNAW,XETRA,iShares MSCI World Screened UCITS ETF USD (Acc),EUR,0.2
IE00BHZPJ569,EDMW,gettex,iShares MSCI World ESG Enhanced CTB UCITS ETF USD (Acc),EUR,0.2
IE00BHZPJ569,ENWD,Borsa Italiana,iShares MSCI World ESG Enhanced CTB UCITS ETF USD (Acc),EUR,0.2
IE00BHZPJ569,EGMW,London Stock Exchange,iShares MSCI World ESG Enhanced CTB UCITS ETF USD (Acc),GBP,0.2
IE00BHZPJ569,EDMW,SIX Swiss Exchange,iShares MSCI World ESG Enhanced CTB UCITS ETF USD (Acc),USD,0.2
IE00BHZPJ569,EDMW,XETRA,iShares MSCI World ESG Enhanced CTB UCITS ETF USD (Acc),EUR,0.2
IE00BK1PV551,XDWL,gettex,Xtrackers MSCI World UCITS ETF 1D,EUR,0.12
IE00BK1PV551,XDWL,Stuttgart Stock Exchange,Xtrackers MSCI World UCITS ETF 1D,EUR,0.12
IE00BK1PV551,-,London Stock Exchange,Xtrackers MSCI World UCITS ETF 1D,HKD,0.12
IE00BK1PV551,XDWL,London Stock Exchange,Xtrackers MSCI World UCITS ETF 1D,USD,0.12
IE00BK1PV551,XDWP,London Stock Exchange,Xtrackers MSCI World UCITS ETF 1D,GBP,0.12
IE00BK1PV551,XDWL,SIX Swiss Exchange,Xtrackers MSCI World UCITS ETF 1D,CHF,0.12
IE00BK1PV551,XDWL,XETRA,Xtrackers MSCI World UCITS ETF 1D,EUR,0.12
IE0002H3JQ66,SPP5,gettex,SPDR Bloomberg 1-5 Year U.S. Corporate Bond UCITS ETF USD (Acc),EUR,0.08
IE0002H3JQ66,SPP5,XETRA,SPDR Bloomberg 1-5 Year U.S. Corporate Bond UCITS ETF USD (Acc),EUR,0.08
IE0002H3JQ66,USC5,London Stock Exchange,SPDR Bloomberg 1-5 Year U.S. Corporate Bond UCITS ETF USD (Acc),USD,0.08
IE00B5L8K969,CEA1,London Stock Exchange,iShares MSCI EM Asia UCITS ETF (Acc),GBX,0.2
IE00B5L8K969,CEBL,gettex,iShares MSCI EM Asia UCITS ETF (Acc),EUR,0.2
IE00B5L8K969,CEBL,Stuttgart Stock Exchange,iShares MSCI EM Asia UCITS ETF (Acc),EUR,0.2
IE00B5L8K969,CSEMAS,Borsa Italiana,iShares MSCI EM Asia UCITS ETF (Acc),EUR,0.2
IE00B5L8K969,CEMA,London Stock Exchange,iShares MSCI EM Asia UCITS ETF (Acc),USD,0.2
IE00B5L8K969,CSEMAS,SIX Swiss Exchange,iShares MSCI EM Asia UCITS ETF (Acc),USD,0.2
IE00B5L8K969,CEBL,XETRA,iShares MSCI EM Asia UCITS ETF (Acc),EUR,0.2
LU1190417599,LYXW,gettex,Amundi Smart Overnight Return UCITS ETF Acc,EUR,0.1
LU1190417599,SMART,Borsa Italiana,Amundi Smart Overnight Return UCITS ETF Acc,EUR,0.1
LU1190417599,CSH2,Euronext Paris,Amundi Smart Overnight Return UCITS ETF Acc,EUR,0.1
LU1190417599,LYOR,XETRA,Amundi Smart Overnight Return UCITS ETF Acc,EUR,0.1
IE00BH4GPZ28,SPPY,gettex,SPDR S&P 500 Leaders UCITS ETF USD Unhedged (Acc),EUR,0.03
IE00BH4GPZ28,500X,Borsa Italiana,SPDR S&P 500 Leaders UCITS ETF USD Unhedged (Acc),EUR,0.03
IE00BH4GPZ28,500X,Euronext Amsterdam,SPDR S&P 500 Leaders UCITS ETF USD Unhedged (Acc),EUR,0.03
IE00BH4GPZ28,500X,London Stock Exchange,SPDR S&P 500 Leaders UCITS ETF USD Unhedged (Acc),USD,0.03
IE00BH4GPZ28,SPPY,London Stock Exchange,SPDR S&P 500 Leaders UCITS ETF USD Unhedged (Acc),GBP,0.03
IE00BH4GPZ28,500X,SIX Swiss Exchange,SPDR S&P 500 Leaders UCITS ETF USD Unhedged (Acc),USD,0.03
IE00BH4GPZ28,SPPY,XETRA,SPDR S&P 500 Leaders UCITS ETF USD Unhedged (Acc),EUR,0.03
IE00BYZTVT56,OM3F,gettex,iShares EUR Corporate Bond ESG SRI UCITS ETF (Dist),EUR,0.14
IE00BYZTVT56,OM3F,Stuttgart Stock Exchange,iShares EUR Corporate Bond ESG SRI UCITS ETF (Dist),EUR,0.14
IE00BYZTVT56,SUOE,Borsa Italiana,iShares EUR Corporate Bond ESG SRI UCITS ETF (Dist),EUR,0.14
IE00BYZTVT56,SUOE,London Stock Exchange,iShares EUR Corporate Bond ESG SRI UCITS ETF (Dist),EUR,0.14
IE00BYZTVT56,SUOE,SIX Swiss Exchange,iShares EUR Corporate Bond ESG SRI UCITS ETF (Dist),EUR,0.14
IE00BYZTVT56,OM3F,XETRA,iShares EUR Corporate Bond ESG SRI UCITS ETF (Dist),EUR,0.14
DE000ETFL508,ELFW,gettex,Deka MSCI World UCITS ETF Distribution,EUR,0.3
DE000ETFL508,ELFW,Stuttgart Stock Exchange,Deka MSCI World UCITS ETF Distribution,EUR,0.3
DE000ETFL508,ELFW,XETRA,Deka MSCI World UCITS ETF Distribution,EUR,0.3
IE00B3VWN518,CBU0,London Stock Exchange,iShares USD Treasury Bond 7-10yr UCITS ETF (Acc),USD,0.07
IE00B3VWN518,CSBGU0,SIX Swiss Exchange,iShares USD Treasury Bond 7-10yr UCITS ETF (Acc),USD,0.07
IE00B3VWN518,SXRM,XETRA,iShares USD Treasury Bond 7-10yr UCITS ETF (Acc),USD,0.07
IE00B945VV12,VEUR,Euronext Paris,Vanguard FTSE Developed Europe UCITS ETF Distributing,EUR,0.1
IE00B945VV12,VGEU,gettex,Vanguard FTSE Developed Europe UCITS ETF Distributing,EUR,0.1
IE00B945VV12,VGEU,Stuttgart Stock Exchange,Vanguard FTSE Developed Europe UCITS ETF Distributing,EUR,0.1
IE00B945VV12,VEUR,Borsa Italiana,Vanguard FTSE Developed Europe UCITS ETF Distributing,EUR,0.1
IE00B945VV12,VEUR,Euronext Amsterdam,Vanguard FTSE Developed Europe UCITS ETF Distributing,EUR,0.1
IE00B945VV12,VEUD,London Stock Exchange,Vanguard FTSE Developed Europe UCITS ETF Distributing,USD,0.1
IE00B945VV12,VEUR,London Stock Exchange,Vanguard FTSE Developed Europe UCITS ETF Distributing,GBP,0.1
IE00B945VV12,VEUR,SIX Swiss Exchange,Vanguard FTSE Developed Europe UCITS ETF Distributing,CHF,0.1
IE00B945VV12,VGEU,XETRA,Vanguard FTSE Developed Europe UCITS ETF Distributing,EUR,0.1
LU0274210672,XMUS,gettex,Xtrackers MSCI USA Swap UCITS ETF 1C,EUR,0.15
LU0274210672,XMUS,Borsa Italiana,Xtrackers MSCI USA Swap UCITS ETF 1C,EUR,0.15
LU0274210672,-,Hong Kong Stock Exchange,Xtrackers MSCI USA Swap UCITS ETF 1C,HKD,0.15
LU0274210672,XMUS,London Stock Exchange,Xtrackers MSCI USA Swap UCITS ETF 1C,GBX,0.15
LU0274210672,XMUD,London Stock Exchange,Xtrackers MSCI USA Swap UCITS ETF 1C,USD,0.15
LU0274210672,XMUS,SIX Swiss Exchange,Xtrackers MSCI USA Swap UCITS ETF 1C,CHF,0.15
LU0274210672,DBXU,Stuttgart Stock Exchange,Xtrackers MSCI USA Swap UCITS ETF 1C,EUR,0.15
LU0274210672,XMUS,XETRA,Xtrackers MSCI USA Swap UCITS ETF 1C,EUR,0.15
IE00BHZPJ676,EMNU,gettex,iShares MSCI Europe ESG Enhanced CTB UCITS ETF EUR (Dist),EUR,0.12
IE00BHZPJ676,EMNU,Stuttgart Stock Exchange,iShares MSCI Europe ESG Enhanced CTB UCITS ETF EUR (Dist),EUR,0.12
IE00BHZPJ676,EEUD,London Stock Exchange,iShares MSCI Europe ESG Enhanced CTB UCITS ETF EUR (Dist),GBP,0.12
IE00BHZPJ676,EMNU,XETRA,iShares MSCI Europe ESG Enhanced CTB UCITS ETF EUR (Dist),EUR,0.12
LU1781541252,LCUJ,gettex,Amundi Core MSCI Japan UCITS ETF Acc,EUR,0.12
LU1781541252,LCUJ,Stuttgart Stock Exchange,Amundi Core MSCI Japan UCITS ETF Acc,EUR,0.12
LU1781541252,LCJP,Borsa Italiana,Amundi Core MSCI Japan UCITS ETF Acc,EUR,0.12
LU1781541252,LCJP,Euronext Amsterdam,Amundi Core MSCI Japan UCITS ETF Acc,JPY,0.12
LU1781541252,LCJD,London Stock Exchange,Amundi Core MSCI Japan UCITS ETF Acc,USD,0.12
LU1781541252,LCJP,London Stock Exchange,Amundi Core MSCI Japan UCITS ETF Acc,GBP,0.12
LU1781541252,LCUJ,XETRA,Amundi Core MSCI Japan UCITS ETF Acc,EUR,0.12
IE00BP3QZB59,IWFV,London Stock Exchange,iShares Edge MSCI World Value Factor UCITS ETF,GBX,0.25
IE00BP3QZB59,IS3S,gettex,iShares Edge MSCI World Value Factor UCITS ETF,EUR,0.25
IE00BP3QZB59,IS3S,Stuttgart Stock Exchange,iShares Edge MSCI World Value Factor UCITS ETF,EUR,0.25
IE00BP3QZB59,IWVL,Borsa Italiana,iShares Edge MSCI World Value Factor UCITS ETF,EUR,0.25
IE00BP3QZB59,IWVL,London Stock Exchange,iShares Edge MSCI World Value Factor UCITS ETF,USD,0.25
IE00BP3QZB59,IWVL,SIX Swiss Exchange,iShares Edge MSCI World Value Factor UCITS ETF,USD,0.25
IE00BP3QZB59,IS3S,XETRA,iShares Edge MSCI World Value Factor UCITS ETF,EUR,0.25
LU0490618542,D5BM,gettex,Xtrackers S&P 500 Swap UCITS ETF 1C,EUR,0.15
LU0490618542,D5BM,Stuttgart Stock Exchange,Xtrackers S&P 500 Swap UCITS ETF 1C,EUR,0.15
LU0490618542,XSPX,Borsa Italiana,Xtrackers S&P 500 Swap UCITS ETF 1C,EUR,0.15
LU0490618542,XSPX,London Stock Exchange,Xtrackers S&P 500 Swap UCITS ETF 1C,GBX,0.15
LU0490618542,XSPU,London Stock Exchange,Xtrackers S&P 500 Swap UCITS ETF 1C,USD,0.15
LU0490618542,XSPX,SIX Swiss Exchange,Xtrackers S&P 500 Swap UCITS ETF 1C,CHF,0.15
LU0490618542,D5BM,XETRA,Xtrackers S&P 500 Swap UCITS ETF 1C,EUR,0.15
IE00B6R52036,SPGP,London Stock Exchange,iShares Gold Producers UCITS ETF,GBX,0.55
IE00B6R52036,IS0E,gettex,iShares Gold Producers UCITS ETF,EUR,0.55
IE00B6R52036,IS0E,Stuttgart Stock Exchange,iShares Gold Producers UCITS ETF,EUR,0.55
IE00B6R52036,ISOE,Euronext Amsterdam,iShares Gold Producers UCITS ETF,EUR,0.55
IE00B6R52036,IAUP,London Stock Exchange,iShares Gold Producers UCITS ETF,USD,0.55
IE00B6R52036,IAUP,SIX Swiss Exchange,iShares Gold Producers UCITS ETF,CHF,0.55
IE00B6R52036,IS0E,XETRA,iShares Gold Producers UCITS ETF,EUR,0.55
LU1437015735,A4HZ,gettex,Amundi Core MSCI Europe UCITS ETF Acc,EUR,0.12
LU1437015735,-,Bolsa Mexicana de Valores,Amundi Core MSCI Europe UCITS ETF Acc,EUR,0.12
LU1437015735,CEU2,Borsa Italiana,Amundi Core MSCI Europe UCITS ETF Acc,EUR,0.12
LU1437015735,CEU2,Euronext Amsterdam,Amundi Core MSCI Europe UCITS ETF Acc,USD,0.12
LU1437015735,CEU2,Euronext Paris,Amundi Core MSCI Europe UCITS ETF Acc,EUR,0.12
LU1437015735,CEG2,London Stock Exchange,Amundi Core MSCI Europe UCITS ETF Acc,GBX,0.12
LU1437015735,CEU2,London Stock Exchange,Amundi Core MSCI Europe UCITS ETF Acc,USD,0.12
LU0629459743,UIMM,gettex,UBS MSCI World Socially Responsible UCITS ETF USD dis,EUR,0.22
LU0629459743,UIMM,Stuttgart Stock Exchange,UBS MSCI World Socially Responsible UCITS ETF USD dis,EUR,0.22
LU0629459743,WSREUA,Borsa Italiana,UBS MSCI World Socially Responsible UCITS ETF USD dis,EUR,0.22
LU0629459743,UIMM,Euronext Amsterdam,UBS MSCI World Socially Responsible UCITS ETF USD dis,EUR,0.22
LU0629459743,UC44,London Stock Exchange,UBS MSCI World Socially Responsible UCITS ETF USD dis,GBX,0.22
LU0629459743,WSRUSA,SIX Swiss Exchange,UBS MSCI World Socially Responsible UCITS ETF USD dis,CHF,0.22
LU0629459743,UIMM,XETRA,UBS MSCI World Socially Responsible UCITS ETF USD dis,EUR,0.22
LU0950674175,EMMUSC,Borsa Italiana,UBS Core MSCI EM UCITS ETF USD acc,EUR,0.15
LU0950674175,EMMUSC,SIX Swiss Exchange,UBS Core MSCI EM UCITS ETF USD acc,USD,0.15
IE00BJ38QD84,ZPRR,gettex,SPDR Russell 2000 US Small Cap UCITS ETF,EUR,0.3
IE00BJ38QD84,ZPRR,Stuttgart Stock Exchange,SPDR Russell 2000 US Small Cap UCITS ETF,EUR,0.3
IE00BJ38QD84,R2US,Borsa Italiana,SPDR Russell 2000 US Small Cap UCITS ETF,EUR,0.3
IE00BJ38QD84,R2US,Euronext Paris,SPDR Russell 2000 US Small Cap UCITS ETF,EUR,0.3
IE00BJ38QD84,R2US,London Stock Exchange,SPDR Russell 2000 US Small Cap UCITS ETF,USD,0.3
IE00BJ38QD84,R2SC,London Stock Exchange,SPDR Russell 2000 US Small Cap UCITS ETF,GBP,0.3
IE00BJ38QD84,R2US,SIX Swiss Exchange,SPDR Russell 2000 US Small Cap UCITS ETF,CHF,0.3
IE00BJ38QD84,ZPRR,XETRA,SPDR Russell 2000 US Small Cap UCITS ETF,EUR,0.3
IE00B3YLTY66,SPYI,gettex,SPDR MSCI All Country World Investable Market UCITS ETF (Acc),EUR,0.17
IE00B3YLTY66,SPYI,Stuttgart Stock Exchange,SPDR MSCI All Country World Investable Market UCITS ETF (Acc),EUR,0.17
IE00B3YLTY66,IMIE,Borsa Italiana,SPDR MSCI All Country World Investable Market UCITS ETF (Acc),EUR,0.17
IE00B3YLTY66,IMIE,Euronext Paris,SPDR MSCI All Country World Investable Market UCITS ETF (Acc),EUR,0.17
IE00B3YLTY66,IMID,London Stock Exchange,SPDR MSCI All Country World Investable Market UCITS ETF (Acc),USD,0.17
IE00B3YLTY66,IMID,SIX Swiss Exchange,SPDR MSCI All Country World Investable Market UCITS ETF (Acc),USD,0.17
IE00B3YLTY66,SPYI,XETRA,SPDR MSCI All Country World Investable Market UCITS ETF (Acc),EUR,0.17
IE00B4L60045,EUNT,gettex,iShares EUR Corporate Bond 1-5yr UCITS ETF EUR (Dist),EUR,0.2
IE00B4L60045,EUNT,Stuttgart Stock Exchange,iShares EUR Corporate Bond 1-5yr UCITS ETF EUR (Dist),EUR,0.2
IE00B4L60045,SE15,Borsa Italiana,iShares EUR Corporate Bond 1-5yr UCITS ETF EUR (Dist),EUR,0.2
IE00B4L60045,SE15,London Stock Exchange,iShares EUR Corporate Bond 1-5yr UCITS ETF EUR (Dist),GBP,0.2
IE00B4L60045,IE15,London Stock Exchange,iShares EUR Corporate Bond 1-5yr UCITS ETF EUR (Dist),EUR,0.2
IE00B4L60045,SE15,SIX Swiss Exchange,iShares EUR Corporate Bond 1-5yr UCITS ETF EUR (Dist),CHF,0.2
IE00B4L60045,EUNT,XETRA,iShares EUR Corporate Bond 1-5yr UCITS ETF EUR (Dist),EUR,0.2
IE00B5M4WH52,IUSP,gettex,iShares J.P. Morgan EM Local Government Bond UCITS ETF,EUR,0.5
IE00B5M4WH52,IUSP,Stuttgart Stock Exchange,iShares J.P. Morgan EM Local Government Bond UCITS ETF,EUR,0.5
IE00B5M4WH52,SEML,Borsa Italiana,iShares J.P. Morgan EM Local Government Bond UCITS ETF,EUR,0.5
IE00B5M4WH52,IEML,London Stock Exchange,iShares J.P. Morgan EM Local Government Bond UCITS ETF,USD,0.5
IE00B5M4WH52,SEML,London Stock Exchange,iShares J.P. Morgan EM Local Government Bond UCITS ETF,GBP,0.5
IE00B5M4WH52,IEML,SIX Swiss Exchange,iShares J.P. Morgan EM Local Government Bond UCITS ETF,CHF,0.5
IE00B5M4WH52,IUSP,XETRA,iShares J.P. Morgan EM Local Government Bond UCITS ETF,EUR,0.5
IE00B2NPKV68,SEMB,London Stock Exchange,iShares J.P. Morgan USD Emerging Markets Bond UCITS ETF (Dist),GBX,0.45
IE00B2NPKV68,IUS7,gettex,iShares J.P. Morgan USD Emerging Markets Bond UCITS ETF (Dist),EUR,0.45
IE00B2NPKV68,IUS7,Stuttgart Stock Exchange,iShares J.P. Morgan USD Emerging Markets Bond UCITS ETF (Dist),EUR,0.45
IE00B2NPKV68,IEMB,Borsa Italiana,iShares J.P. Morgan USD Emerging Markets Bond UCITS ETF (Dist),EUR,0.45
IE00B2NPKV68,IEMB,London Stock Exchange,iShares J.P. Morgan USD Emerging Markets Bond UCITS ETF (Dist),USD,0.45
IE00B2NPKV68,EEMB,London Stock Exchange,iShares J.P. Morgan USD Emerging Markets Bond UCITS ETF (Dist),EUR,0.45
IE00B2NPKV68,IEMB,SIX Swiss Exchange,iShares J.P. Morgan USD Emerging Markets Bond UCITS ETF (Dist),USD,0.45
IE00B2NPKV68,IUS7,XETRA,iShares J.P. Morgan USD Emerging Markets Bond UCITS ETF (Dist),EUR,0.45
IE0006WW1TQ4,EXUS,gettex,Xtrackers MSCI World ex USA UCITS ETF 1C,EUR,0.15
IE0006WW1TQ4,EXUS,Borsa Italiana,Xtrackers MSCI World ex USA UCITS ETF 1C,EUR,0.15
IE0006WW1TQ4,-,London Stock Exchange,Xtrackers MSCI World ex USA UCITS ETF 1C,EUR,0.15
IE0006WW1TQ4,EXUS,London Stock Exchange,Xtrackers MSCI World ex USA UCITS ETF 1C,USD,0.15
IE0006WW1TQ4,XMWX,London Stock Exchange,Xtrackers MSCI World ex USA UCITS ETF 1C,GBP,0.15
IE0006WW1TQ4,EXUS,SIX Swiss Exchange,Xtrackers MSCI World ex USA UCITS ETF 1C,CHF,0.15
IE0006WW1TQ4,EXUS,XETRA,Xtrackers MSCI World ex USA UCITS ETF 1C,EUR,0.15
GB00B00FHZ82,GBS,Borsa Italiana,Gold Bullion Securities,EUR,0.4
GB00B00FHZ82,GBSS,London Stock Exchange,Gold Bullion Securities,GBX,0.4
GB00B00FHZ82,GBS,London Stock Exchange,Gold Bullion Securities,USD,0.4
GB00B00FHZ82,GBS,Euronext Paris,Gold Bullion Securities,EUR,0.4
GB00B00FHZ82,GG9B,XETRA,Gold Bullion Securities,EUR,0.4
GB00B00FHZ82,GG9B,gettex,Gold Bullion Securities,EUR,0.4
IE000KXCEXR3,S500,Borsa Italiana,Amundi S&P 500 Screened UCITS ETF Acc,EUR,0.12
IE000KXCEXR3,F500,gettex,Amundi S&P 500 Screened UCITS ETF Acc,EUR,0.12
IE000KXCEXR3,U500,Euronext Amsterdam,Amundi S&P 500 Screened UCITS ETF Acc,USD,0.12
IE000KXCEXR3,S500,Euronext Paris,Amundi S&P 500 Screened UCITS ETF Acc,EUR,0.12
IE000KXCEXR3,F500,SIX Swiss Exchange,Amundi S&P 500 Screened UCITS ETF Acc,USD,0.12
IE000KXCEXR3,F500,XETRA,Amundi S&P 500 Screened UCITS ETF Acc,EUR,0.12
IE00B4YBJ215,SPY4,gettex,SPDR S&P 400 U.S. Mid Cap UCITS ETF USD Unhedged (Acc),EUR,0.3
IE00B4YBJ215,SPY4,Stuttgart Stock Exchange,SPDR S&P 400 U.S. Mid Cap UCITS ETF USD Unhedged (Acc),EUR,0.3
IE00B4YBJ215,SPY4,Borsa Italiana,SPDR S&P 400 U.S. Mid Cap UCITS ETF USD Unhedged (Acc),EUR,0.3
IE00B4YBJ215,SPY4,Euronext Paris,SPDR S&P 400 U.S. Mid Cap UCITS ETF USD Unhedged (Acc),EUR,0.3
IE00B4YBJ215,SPY4,London Stock Exchange,SPDR S&P 400 U.S. Mid Cap UCITS ETF USD Unhedged (Acc),USD,0.3
IE00B4YBJ215,SPX4,London Stock Exchange,SPDR S&P 400 U.S. Mid Cap UCITS ETF USD Unhedged (Acc),GBP,0.3
IE00B4YBJ215,SPY4,SIX Swiss Exchange,SPDR S&P 400 U.S. Mid Cap UCITS ETF USD Unhedged (Acc),CHF,0.3
IE00B4YBJ215,SPY4,XETRA,SPDR S&P 400 U.S. Mid Cap UCITS ETF USD Unhedged (Acc),EUR,0.3
LU1829219390,BNKE,Borsa Italiana,Amundi Euro Stoxx Banks UCITS ETF Acc,EUR,0.3
LU1829219390,LYBK,gettex,Amundi Euro Stoxx Banks UCITS ETF Acc,EUR,0.3
LU1829219390,LYBK,Stuttgart Stock Exchange,Amundi Euro Stoxx Banks UCITS ETF Acc,EUR,0.3
LU1829219390,BNKE,Euronext Paris,Amundi Euro Stoxx Banks UCITS ETF Acc,EUR,0.3
LU1829219390,BNKE,London Stock Exchange,Amundi Euro Stoxx Banks UCITS ETF Acc,GBP,0.3
LU1829219390,LYBK,XETRA,Amundi Euro Stoxx Banks UCITS ETF Acc,EUR,0.3
FR0007054358,LYSX,gettex,Amundi EURO STOXX 50 II UCITS ETF Acc,EUR,0.2
FR0007054358,LYSX,Stuttgart Stock Exchange,Amundi EURO STOXX 50 II UCITS ETF Acc,EUR,0.2
FR0007054358,-,Chi-X Europe,Amundi EURO STOXX 50 II UCITS ETF Acc,EUR,0.2
FR0007054358,MSE,Borsa Italiana,Amundi EURO STOXX 50 II UCITS ETF Acc,EUR,0.2
FR0007054358,MSE,Euronext Paris,Amundi EURO STOXX 50 II UCITS ETF Acc,EUR,0.2
FR0007054358,MSE,SIX Swiss Exchange,Amundi EURO STOXX 50 II UCITS ETF Acc,EUR,0.2
FR0007054358,LYSX,XETRA,Amundi EURO STOXX 50 II UCITS ETF Acc,EUR,0.2
IE00BYXYYM63,IS03,gettex,iShares US Aggregate Bond UCITS ETF (Acc),EUR,0.25
IE00BYXYYM63,IUAA,London Stock Exchange,iShares US Aggregate Bond UCITS ETF (Acc),USD,0.25
IE00BYXYYM63,IUAA,SIX Swiss Exchange,iShares US Aggregate Bond UCITS ETF (Acc),CHF,0.25
IE00BP3QZ601,IWFQ,London Stock Exchange,iShares Edge MSCI World Quality Factor UCITS ETF (Acc),GBX,0.25
IE00BP3QZ601,IS3Q,gettex,iShares Edge MSCI World Quality Factor UCITS ETF (Acc),EUR,0.25
IE00BP3QZ601,IS3Q,Stuttgart Stock Exchange,iShares Edge MSCI World Quality Factor UCITS ETF (Acc),EUR,0.25
IE00BP3QZ601,IWQU,Borsa Italiana,iShares Edge MSCI World Quality Factor UCITS ETF (Acc),EUR,0.25
IE00BP3QZ601,IWQU,London Stock Exchange,iShares Edge MSCI World Quality Factor UCITS ETF (Acc),USD,0.25
IE00BP3QZ601,IWQU,SIX Swiss Exchange,iShares Edge MSCI World Quality Factor UCITS ETF (Acc),USD,0.25
IE00BP3QZ601,IS3Q,XETRA,iShares Edge MSCI World Quality Factor UCITS ETF (Acc),EUR,0.25
