isin,listing,trade_currency,ticker,reuters_ric,bloomberg,market_maker
IE000R4ZNTN3,Euronext Amsterdam,USD,XUSE,- -,- -,-
IE000R4ZNTN3,gettex,EUR,IXUA,- -,- -,-
IE000R4ZNTN3,Borsa Italiana,EUR,XUSE,- -,- -,-
IE000R4ZNTN3,London Stock Exchange,GBP,XUSE,,,
IE000R4ZNTN3,SIX Swiss Exchange,USD,XUSE,,,
IE000R4ZNTN3,XETRA,EUR,IXUA,,,
LU1859444769,gettex,EUR,ASRI,- -,- -,-
LU1859444769,Borsa Italiana,EUR,SRIC,SRIC.MI ISRICINAV.PA,SRIC IM ISRIC,SUSQUEHANNA
LU1859444769,Euronext Paris,EUR,SRIC,SRIC.PA ISRICINAV.PA,SRIC FP ISRIC,SUSQUEHANNA
LU1859444769,SIX Swiss Exchange,EUR,SRIC,SRIC.S ISRICINAV.PA,SRIC SE ISRIC,SUSQUEHANNA
LU1859444769,XETRA,EUR,ASRI,ASRG.DE ISRICINAV.PA,ASRI GY ISRIC,SUSQUEHANNA
IE00B7KQ7B66,gettex,EUR,UBU7,- -,- -,-
IE00B7KQ7B66,Stuttgart Stock Exchange,EUR,UBU7,- -,- -,-
IE00B7KQ7B66,Euronext Amsterdam,EUR,UBU7,UBU7.AS IWRDEUYINAV=SOLA,UBU7 NA UETFUBU7,Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
IE00B7KQ7B66,London Stock Exchange,GBX,WRDD,WRDD.L WRDDGBXINAV=SOLA,WRDD LN WRDDGBIV,COMMERZBANK AG UBS LIMITED
IE00B7KQ7B66,SIX Swiss Exchange,USD,WRDUSY,WRDUSY.S WRDUSYUSDINAV=SOLA,WRDUSY SW IWRDUSYS,Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
IE00B7KQ7B66,SIX Swiss Exchange,CHF,WRDUSY,WRDCHY.S WRDUSYCHFINAV=SOLA,WRDCHY SW IWRDCHYS,Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
IE00B7KQ7B66,XETRA,EUR,UBU7,UBU7.DE IWRDEUYINAV=SOLA,UBU7 GY UETFUBU7,Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
IE000L2TO2T2,Borsa Italiana,EUR,SUA0,- -,- -,-
IE000L2TO2T2,gettex,EUR,SUA0,- -,- -,-
IE000L2TO2T2,XETRA,EUR,SUA0,SUA0.DE IYQ3EUR=INAV,SUA0 GY INVSUAA1,
IE000264WWY0,Borsa Italiana,EUR,IB28,- -,- -,-
IE000264WWY0,gettex,EUR,IB28,- -,- -,-
IE000264WWY0,SIX Swiss Exchange,EUR,IB28,,,
IE000264WWY0,XETRA,EUR,IB28,,,
IE00BF540Y54,gettex,EUR,IS0G,- -,- -,-
IE00BF540Y54,London Stock Exchange,GBP,AGBP,AGBP.L 0Q5KINAV.DE,AGBP LN INAVAGPG,
LU1437018598,gettex,EUR,A4HC,- -,- -,-
LU1437018598,Bolsa Mexicana de Valores,MXN,-,MTXXN.MX,MTXX1N MM,Societe Generale Corporate and Investment Banking
LU1437018598,Borsa Italiana,EUR,EGOV,EGOVI.MI IEGOVINAV.PA,EGOV IM IEGOV,Societe Generale Corporate and Investment Banking
LU1437018598,Borsa Italiana,EUR,-,EGOVI.MI EMGINAV=SOLA,EGOV IM EMGIV,Societe Generale Corporate and Investment Banking
LU1437018598,Euronext Paris,EUR,EGOV,AMEGOV.PA EMGINAV=SOLA,EGOV FP EMGIV,Societe Generale Corporate and Investment Banking
LU1437018598,London Stock Exchange,GBX,MTXX,MTXX.L MTXXINAV=SOLA,MTXX LN MTXXIV,Societe Generale Corporate and Investment Banking
LU1437018598,XETRA,EUR,A4HC,A4HC.DE EMGINAV=SOLA,A4HC GY EMGIV,Societe Generale Corporate and Investment Banking
JE00B8DFY052,Borsa Italiana,EUR,GBSE,- -,- -,-
JE00B8DFY052,Euronext Paris,EUR,GBSE,- -,- -,-
JE00B8DFY052,XETRA,EUR,GBSE,- -,- -,-
JE00B8DFY052,gettex,EUR,GBSE,- -,- -,-
IE00B9F5YL18,Euronext Paris,EUR,VAPX,- -,- -,-
IE00B9F5YL18,gettex,EUR,VGEJ,- -,- -,-
IE00B9F5YL18,Stuttgart Stock Exchange,EUR,VGEJ,- -,- -,-
IE00B9F5YL18,Bolsa Mexicana de Valores,MXN,-,VDPXN.MX,VDPXN MM,
IE00B9F5YL18,Bolsa Mexicana de Valores,USD,-,,,
IE00B9F5YL18,Borsa Italiana,EUR,VAPX,,IVAPX,
IE00B9F5YL18,Frankfurt Stock Exchange,EUR,-,,IVAPX,
IE00B9F5YL18,Euronext Amsterdam,EUR,VAPX,VAPX.AS,VAPX NA IVAPXEUR,
IE00B9F5YL18,London Stock Exchange,USD,VDPX,VDPX.L,VDPX LN IVDPXUSD,
IE00B9F5YL18,London Stock Exchange,GBP,VAPX,VAPX.L,VAPX LN IVAPXGBP,
IE00B9F5YL18,SIX Swiss Exchange,CHF,VAPX,VAPX.S,VAPX SW IVAPXCHF,
IE00B9F5YL18,XETRA,EUR,VGEJ,VGEJ.DE,VGEJ GY IVAPXEUR,
IE00058MW3M8,Borsa Italiana,EUR,S500H,- -,- -,-
IE00058MW3M8,Borsa Italiana,EUR,-,S500H.MI IMS500HINAV=SOLA,S500H IM IMSEURIV,BNP Paribas Arbitrage
IE00058MW3M8,Euronext Paris,EUR,S500H,S500H.PA IMS500HINAV=SOLA,S500H FP IMSEURIV,BNP Paribas Arbitrage
IE00BHZRR030,gettex,EUR,FLXK,- -,- -,-
IE00BHZRR030,Stuttgart Stock Exchange,EUR,FLXK,- -,- -,-
IE00BHZRR030,Borsa Italiana,EUR,FLXK,FLXK.MI 0YSNINAV.DE,FLXK IM FLXKIVEU,Goldenberg Hehmeyer LLP
IE00BHZRR030,Euronext Amsterdam,EUR,FLXK,FLXK.AS 0YSNINAV.DE,FLXK NA FLXKIVEU,Goldenberg Hehmeyer LLP
IE00BHZRR030,London Stock Exchange,USD,FLXK,FLXK.L 0YSRINAV.DE,FLXK LN FLXKIUSIV,Goldenberg Hehmeyer LLP
IE00BHZRR030,London Stock Exchange,GBP,FLRK,FLRK.L 0YSQINAV.DE,FLRK LN FLRKGBIV,Goldenberg Hehmeyer LLP
IE00BHZRR030,SIX Swiss Exchange,USD,FLXK,FLXK.S 0YSRINAV.DE,FLXK SW FLXKIUSIV,Goldenberg Hehmeyer LLP
IE00BHZRR030,XETRA,EUR,FLXK,FLXK.DE 0YSNINAV.DE,FLXK GY FLXKIVEU,Goldenberg Hehmeyer LLP
LU1484799843,gettex,EUR,4UBF,- -,- -,-
LU1484799843,SIX Swiss Exchange,EUR,CBSEUA,CBSEUA.S CBSEUAEURINAV=SOLA,CBSEUA SW ICBSEUA,ABN AMRO Clearing Bank N.V. Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Barclays Capital Securities Limited Bluefin Europe LLP Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited Deutsche Bank AG DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited JP Morgan Securities PLC Merrill Lynch International Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
LU1484799843,SIX Swiss Exchange,CHF,CBSEUA,CBSEUACHF.S CBSEUACHFINAV=SOLA,CBSECHF SW CBSECHIV,ABN AMRO Clearing Bank N.V. Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Barclays Capital Securities Limited Bluefin Europe LLP Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited Deutsche Bank AG DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited JP Morgan Securities PLC Merrill Lynch International Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
LU1484799843,XETRA,EUR,4UBF,4UBF.DE CBSEUAEURINAV=SOLA,4UBF GY ICBSEUA,
IE00B0M63060,London Stock Exchange,GBX,IUKD,- -,- -,-
IE00B0M63060,gettex,EUR,IQQD,- -,- -,-
IE00B0M63060,Stuttgart Stock Exchange,EUR,IQQD,- -,- -,-
IE00B0M63060,Borsa Italiana,EUR,IUKD,IUKD.MI IUKDINAV.DE,IUKD IM INAVUKDE,
IE00B0M63060,London Stock Exchange,GBP,IUKD,IUKD.L IUKDGBPINAV.DE,IUKD LN INAVUKDP,
IE00B0M63060,SIX Swiss Exchange,CHF,IUKD,IUKD.S IUKDCHFINAV.DE,IUKD SE INAVUKDC,
IE00B0M63060,XETRA,EUR,IQQD,IQQD.DE IUKDGBPINAV.DE,IQQD GY INAVUKDP,
IE00B14X4N27,London Stock Exchange,GBX,IEUX,- -,- -,-
IE00B14X4N27,gettex,EUR,IQQU,- -,- -,-
IE00B14X4N27,Stuttgart Stock Exchange,EUR,IQQU,- -,- -,-
IE00B14X4N27,Bolsa Mexicana de Valores,MXN,-,IEUXN.MX,IEUXN MM,
IE00B14X4N27,Borsa Italiana,EUR,IEUX,IEUX.MI IEUXINAV.DE,IEUX IM INAVEUKE,
IE00B14X4N27,Euronext Amsterdam,EUR,IEUX,IEUX.AS IEUXINAV.DE,IEUX NA INAVEUKE,
IE00B14X4N27,London Stock Exchange,GBP,-,IEUX.L IEUXGBPINAV.DE,IEUX LN INAVEUKP,
IE00B14X4N27,SIX Swiss Exchange,CHF,IEUX,IEUX.S IEUXCHFINAV.DE,IEUX SE INAVEUKC,
IE00B14X4N27,XETRA,EUR,IQQU,IQQU.DE IEUXGBPINAV.DE,IQQU GY INAVEUKP,
LU1681046774,gettex,EUR,KX1G,- -,- -,-
LU1681046774,Stuttgart Stock Exchange,EUR,KX1G,- -,- -,-
LU1681046774,Borsa Italiana,EUR,X1G,X1G.MI INX1GINAV.PA,X1G IM INX1G,Societe Generale Corporate and Investment Banking
LU1681046774,Borsa Italiana,EUR,-,X1G.MI INX1GEURINAV=SOLA,X1G IM INX1G,Societe Generale Corporate and Investment Banking
LU1681046774,Euronext Paris,EUR,X1G,X1G.PA INX1GEURINAV=SOLA,X1G FP INX1G,Societe Generale Corporate and Investment Banking
LU1681046774,SIX Swiss Exchange,EUR,X1G,X1G.S INX1GEURINAV=SOLA,X1G SW INX1G,Societe Generale Corporate and Investment Banking
LU1681046774,XETRA,EUR,KX1G,KX1G.DE INX1GEURINAV=SOLA,KX1G GY INX1G,Societe Generale Corporate and Investment Banking
IE00BDZVH859,London Stock Exchange,GBP,ITPG,BDZVH85 0WVZINAV.DE,ITPG LN INAVITPG,
IE00B3VTML14,London Stock Exchange,GBX,CE71,- -,- -,-
IE00B3VTML14,gettex,EUR,SXRP,- -,- -,-
IE00B3VTML14,Stuttgart Stock Exchange,EUR,SXRP,- -,- -,-
IE00B3VTML14,Borsa Italiana,EUR,CSBGE7,CSBGE7.MI IXM016.DE,CSBGE7 IM IXM016,
IE00B3VTML14,Euronext Amsterdam,EUR,CBE7,CBE7.NA IXM016.DE,CBE7 NA IXM016,
IE00B3VTML14,London Stock Exchange,GBP,-,CE71.L IXM0162.DE,CE71 LN IXM0162,
IE00B3VTML14,London Stock Exchange,EUR,CBE7,CBE7.L IXM016.DE,CBE7 LN IXM016,
IE00B3VTML14,SIX Swiss Exchange,EUR,CSBGE7,CSBGE7.S IXM016.DE,CSBGE7 SE IXM016,
IE00B3VTML14,XETRA,EUR,SXRP,SXRP.DE IXM016.DE,SXRP GY IXM016,
GB00B15KXQ89,Borsa Italiana,EUR,COPA,- -,- -,-
GB00B15KXQ89,London Stock Exchange,USD,COPA,- -,- -,-
GB00B15KXQ89,Euronext Paris,EUR,COPAP,- -,- -,-
GB00B15KXQ89,XETRA,EUR,OD7C,- -,- -,-
GB00B15KXQ89,gettex,EUR,OD7C,- -,- -,-
IE00B9CQXS71,gettex,EUR,ZPRG,- -,- -,-
IE00B9CQXS71,Stuttgart Stock Exchange,EUR,ZPRG,- -,- -,-
IE00B9CQXS71,Borsa Italiana,EUR,GLDV,GLDV.MI,GLDV IM INZPRGE,DRW Flow Traders Jane Street Societe Generale Virtu
IE00B9CQXS71,London Stock Exchange,USD,GLDV,GLDV.L,GLDV LN INZPRGU,DRW Flow Traders Old Mission Europe LLP Societe Generale Virtu
IE00B9CQXS71,London Stock Exchange,GBP,GBDV,GBDV.L,GBDV LN INZPRGP,DRW Flow Traders Old Mission Europe LLP Societe Generale Virtu
IE00B9CQXS71,SIX Swiss Exchange,CHF,GLDV,GLDV.S,GLDV SE INZPRGC,DRW Flow Traders Société Générale Virtu
IE00B9CQXS71,XETRA,EUR,ZPRG,ZPRG.DE,ZPRG GY INZPRGE,BAADER BANK AG Flow Traders Optiver Societe Generale
IE00BGPP6697,gettex,EUR,IBB1,- -,- -,-
IE00BGPP6697,Stuttgart Stock Exchange,EUR,IBB1,- -,- -,-
IE00BGPP6697,XETRA,EUR,IBB1,IBB1.DE 0XR8INAV.DE,IBB1 GY INAVIBBE,
LU0252633754,gettex,EUR,LYY7,- -,- -,-
LU0252633754,Stuttgart Stock Exchange,EUR,LYY7,- -,- -,-
LU0252633754,Bolsa Mexicana de Valores,MXN,-,DAXN.MX,DAXN MM,Lang & Schwarz Société Générale
LU0252633754,Borsa Italiana,EUR,DAXX,,,Société Générale
LU0252633754,Borsa Italiana,EUR,-,DAXX.MI DAXINAV=SOLA,DAXX IM DAXEURIV,Societe Generale Corporate and Investment Banking
LU0252633754,Euronext Paris,EUR,DAX,LYXDAX.PA DAXINAV=SOLA,DAX FP DAXEURIV,Societe Generale Corporate and Investment Banking
LU0252633754,London Stock Exchange,GBX,DAXX,DAXX.L DAXXINAV=SOLA,DAXX LN DAXXIV,Societe Generale Corporate and Investment Banking
LU0252633754,SIX Swiss Exchange,EUR,LYDAX,LYDAX.S DAXINAV=SOLA,LYDAX SW DAXEURIV,Societe Generale Corporate and Investment Banking
LU0252633754,Warsaw Stock Exchange,PLN,-,ETFDAX.WA LYXDAXINAV=SOLA,LYXDAX PW LYXDAXIV,Societe Generale Corporate and Investment Banking
LU0252633754,XETRA,EUR,LYY7,LYY7.DE DAXINAV=SOLA,LYXDAX GY DAXEURIV,Societe Generale Corporate and Investment Banking
IE00BL6K8D99,gettex,EUR,CBUB,- -,- -,-
IE00BL6K8D99,Bolsa Mexicana de Valores,MXN,-,EMPAN.MX,EMPAN MM,
IE00BL6K8D99,Euronext Amsterdam,EUR,EMPA,EMPA1.AS,EMPA NA,
IE00BL6K8D99,SIX Swiss Exchange,EUR,EMPC,EMPC.S,EMPC SE,
IE00B4613386,gettex,EUR,SYBM,- -,- -,-
IE00B4613386,Stuttgart Stock Exchange,EUR,SYBM,- -,- -,-
IE00B4613386,Borsa Italiana,EUR,EMLD,EMLD.MI .INSYBMC,EMLD IM INSYBME,Flow Traders Goldenberg Hudson River Virtu
IE00B4613386,Euronext Paris,EUR,EMLD,EMLD.PA .INSYBMC,EMLD FP INSYBME,BAADER BANK Flow Traders Goldenberg Virtu
IE00B4613386,London Stock Exchange,USD,EMDD,EMDD.L .INSYBMC,EMDD LN INSYBM,BAADER BANK AG BNP Flow Traders Goldenberg Old Mission Europe LLP Virtu
IE00B4613386,London Stock Exchange,GBP,EMDL,EMDL.L .INSYBMC,EMDL LN INSYBMP,BAADER BANK AG BNP Flow Traders Goldenberg Old Mission Europe LLP Virtu
IE00B4613386,SIX Swiss Exchange,CHF,EMDL,EMLD.S .INSYBMC,EMDL SE INSYBMC,Flow Traders Goldenberg Virtu
IE00B4613386,XETRA,EUR,SYBM,SYBM.DE .INSYBMC,SYBM GY INSYBME,BAADER BANK AG BNP Flow Traders Goldenberg hehmeyer LLP
LU0514695690,gettex,EUR,XCS6,- -,- -,-
LU0514695690,Stuttgart Stock Exchange,EUR,XCS6,- -,- -,-
LU0514695690,Borsa Italiana,EUR,XCS6,XCS6.MI LG9USDINAV=SOLA,XCS6 IM,
LU0514695690,London Stock Exchange,GBX,XCX6,XCX6.L XCS6INAVCHF.DE,XCX6 LN XCS6INVC,
LU0514695690,London Stock Exchange,USD,XCS6,XCS6.L XCS6INAV.DE,XCS6 LN XCS6INAV,
LU0514695690,Singapore Stock Exchange,USD,-,DMCN.SI,LG9 SP,
LU0514695690,Singapore Stock Exchange,SGD,-,DMCN-D.SI TIDSGDINAV=SOLA,TID SP TIDSGIV,
LU0514695690,SIX Swiss Exchange,CHF,XMCH,XMCH.S,XMCH SW,
LU0514695690,XETRA,EUR,XCS6,XCS6.DE,XCS6 GY,
LU2109787551,gettex,EUR,SADM,- -,- -,-
LU2109787551,Borsa Italiana,EUR,EMESG,EMESG.MI ISADMINAV.PA,EMESG IM ISADM,BNP Paribas Arbitrage
LU2109787551,Borsa Italiana,EUR,-,EMESG.MI SADMEURINAV=SOLA,EMESG IM SADMEUIV,BNP Paribas Arbitrage
LU2109787551,SIX Swiss Exchange,USD,SADM,SADM.S SADMUSDINAV=SOLA,SADM SW SADMUSIV,BNP Paribas Arbitrage
LU2109787551,XETRA,EUR,SADM,SADM.DE SADMEURINAV=SOLA,SADM GY SADMEUIV,BNP Paribas Arbitrage
IE0001GSQ2O9,Borsa Italiana,EUR,LWCR,- -,- -,-
IE0001GSQ2O9,gettex,EUR,LWCR,- -,- -,-
IE0001GSQ2O9,Bolsa Mexicana de Valores,MXN,-,,LWCU1N MM,BNP Paribas Arbitrage
IE0001GSQ2O9,Borsa Italiana,EUR,-,LWCR.MI ILWCRINAV=SOLA,LWCR IM ILWCREIV,BNP Paribas Arbitrage
IE0001GSQ2O9,Euronext Paris,EUR,LWCR,AMLWCR.PA ILWCRINAV=SOLA,LWCR FP ILWCREIV,BNP Paribas Arbitrage
IE0001GSQ2O9,SIX Swiss Exchange,USD,LWCR,LWCR.S ILWCRUSDINAV=SOLA,LWCR SW ILWCRUIV,BNP Paribas Arbitrage
IE0001GSQ2O9,XETRA,USD,LWCU,LWCRUSD.DE ILWCRUSDINAV=SOLA,LWCU GY ILWCRUIV,BNP Paribas Arbitrage
IE0001GSQ2O9,XETRA,EUR,LWCR,LWCR.DE ILWCRINAV=SOLA,LWCR GY ILWCREIV,BNP Paribas Arbitrage
LU2924149862,XETRA,USD,GTSB,GTSB.DE IGTSBUSDINAV=SOLA,GTSB GY GTSBUSIV,Societe Generale Corporate and Investment Banking
IE00BZ163H91,Euronext Paris,EUR,VETY,- -,- -,-
IE00BZ163H91,gettex,EUR,VGEB,- -,- -,-
IE00BZ163H91,Stuttgart Stock Exchange,EUR,VGEB,- -,- -,-
IE00BZ163H91,Bolsa Mexicana de Valores,MXN,-,VETYN.MX,VETYN MM,
IE00BZ163H91,Bolsa Mexicana de Valores,EUR,-,,,
IE00BZ163H91,Borsa Italiana,EUR,VETY,,IVETY,
IE00BZ163H91,Frankfurt Stock Exchange,EUR,-,,IVETY,
IE00BZ163H91,Euronext Amsterdam,EUR,VETY,VETY.AS,VETY NA IVETYEUR,
IE00BZ163H91,London Stock Exchange,GBP,VETY,VETY.L,VETY LN IVETYGBP,
IE00BZ163H91,SIX Swiss Exchange,CHF,VETY,VETY.S,VETY SW IVETYCHF,
IE00BZ163H91,XETRA,EUR,VGEB,VGEB.DE,VGEB GY IVETYEUR,
IE00BYXVGX24,gettex,EUR,FUSD,- -,- -,-
IE00BYXVGX24,Stuttgart Stock Exchange,EUR,FUSD,- -,- -,-
IE00BYXVGX24,Borsa Italiana,EUR,FUSD,FUSD.MI FUSDEINAV=SOLA,FUSD IM FUSDINAV,Société Générale
IE00BYXVGX24,London Stock Exchange,GBX,FUSI,FUSI.L FUSIINAV=SOLA,FUSI LN FUSIIV,Société Générale
IE00BYXVGX24,London Stock Exchange,USD,FUSD,FIFUSD.L FUSDINAV=SOLA,FUSD LN FUSDIV,Société Générale
IE00BYXVGX24,SIX Swiss Exchange,USD,FUSD,FIFUSD.S FUSDINAV=SOLA,FUSD SW FUSDIV,Société Générale
IE00BYXVGX24,XETRA,EUR,FUSD,FUSG.DE FUSDEINAV=SOLA,FUSD GY FUSDINAV,Société Générale
IE00B0M62S72,London Stock Exchange,GBX,IDVY,- -,- -,-
IE00B0M62S72,gettex,EUR,IQQA,- -,- -,-
IE00B0M62S72,Stuttgart Stock Exchange,EUR,IQQA,- -,- -,-
IE00B0M62S72,Bolsa Mexicana de Valores,MXN,-,IDVYN.MX,IDVYN MM,
IE00B0M62S72,Borsa Italiana,EUR,IDVY,IDVY.MI IDVYINAV.DE,IDVY IM INAVSSDE,
IE00B0M62S72,Euronext Amsterdam,EUR,IDVY,IDVY.AS IDVYINAV.DE,IDVY NA INAVSSDE,
IE00B0M62S72,London Stock Exchange,GBP,IDVY,IDVY.L IDVYGBPINAV.DE,IDVY LN INAVSSDP,
IE00B0M62S72,SIX Swiss Exchange,CHF,IDVY,IDVY.S IDVYCHFINAV.DE,IDVY SE INAVSSDC,
IE00B0M62S72,XETRA,EUR,IQQA,IQQA.DE IDVYGBPINAV.DE,IQQA GY INAVSSDP,
IE00BD45KH83,gettex,EUR,IBC3,- -,- -,-
IE00BD45KH83,London Stock Exchange,GBP,EMGU,- -,- -,-
IE00BD45KH83,Stuttgart Stock Exchange,EUR,IBC3,- -,- -,-
IE00BD45KH83,BATS Chi-X Europe,GBP,-,EIMUx.CHI,EIMU IX,
IE00BD45KH83,London Stock Exchange,USD,EIMU,EIMU.L 0WVWINAV.DE,EIMU LN INAVEIMU,
IE00BD45KH83,XETRA,EUR,IBC3,EIMU.DE,IBC3 GY INAVEIMU,
IE00B60SWX25,London Stock Exchange,GBX,SX5S,- -,- -,-
IE00B60SWX25,gettex,EUR,SC0D,- -,- -,-
IE00B60SWX25,Stuttgart Stock Exchange,EUR,SC0D,- -,- -,-
IE00B60SWX25,Borsa Italiana,EUR,SDJE50,SDJE50.MI SDJE50INAV.DE,SDJE50 IM SDJE50IN,Banca IMI Commerzbank Flow Traders Optiver UniCredit
IE00B60SWX25,London Stock Exchange,GBP,-,SX5S.L SDJE50INAV.DE,SX5S LN SDJE50IN,Banca IMI Commerzbank Flow Traders Optiver UniCredit
IE00B60SWX25,SIX Swiss Exchange,EUR,SX5E,SX5E.S SDJE50INAV.DE,SX5E SW SDJE50IN,Banca IMI Commerzbank Flow Traders Optiver UniCredit
IE00B60SWX25,XETRA,EUR,SC0D,SDJE50.DE SDJE50INAV.DE,SDJE50 GY SDJE50IN,Banca IMI Commerzbank Flow Traders Optiver UniCredit
LU1681044480,gettex,EUR,AMEA,- -,- -,-
LU1681044480,Stuttgart Stock Exchange,EUR,AMEA,- -,- -,-
LU1681044480,Borsa Italiana,EUR,AASI,AASI.MI IAASIINAV.PA,AASI IM IAASI,BNP Paribas Arbitrage
LU1681044480,Borsa Italiana,EUR,-,AASI.MI IAASI=BNPP,AASI IM IAASI,BNP Paribas Arbitrage
LU1681044480,Euronext Paris,EUR,AASI,AASI.PA IAASI=BNPP,AASI FP IAASI,BNP Paribas Arbitrage
LU1681044480,SIX Swiss Exchange,EUR,AASI,AASI.S IAASI=BNPP,AASI SW IAASI,BNP Paribas Arbitrage
LU1681044480,XETRA,EUR,AMEA,AMEA.DE IAASI=BNPP,AMEA GY IAASI,BNP Paribas Arbitrage
IE00BHZPJ452,gettex,EUR,EDMJ,- -,- -,-
IE00BHZPJ452,Bolsa Mexicana de Valores,MXN,-,EDMJN.MX,EDMJN MM,
IE00BHZPJ452,Borsa Italiana,EUR,EJPY,EJPY.MI 0YQ3INAV.DE,EJPY IM 0YQ3USD,
IE00BHZPJ452,SIX Swiss Exchange,USD,EDMJ,EDMJ.S 0XV4INAV.DE,EDMJ SE INAVED11,
IE00BHZPJ452,XETRA,EUR,EDMJ,EDMJ.DE 0XV4INAV.DE,EDMJ GY INAVED11,
IE00BWBXM948,gettex,EUR,ZPDT,- -,- -,-
IE00BWBXM948,Stuttgart Stock Exchange,EUR,ZPDT,- -,- -,-
IE00BWBXM948,Bolsa Mexicana de Valores,MXN,-,SXLKN.MX,SXLKN MM,
IE00BWBXM948,Borsa Italiana,EUR,SXLK,SXLK.MI,SXLK IM INZPDTE,BNP DRW Flow Traders Jane Street Optiver Virtu
IE00BWBXM948,Euronext Amsterdam,EUR,SXLK,SXLK.AS,SXLK NA INZPDTE,BAADER BANK BNP DRW Flow Traders Optiver Virtu
IE00BWBXM948,London Stock Exchange,USD,SXLK,SXLK.L,SXLK LN INZPDTU,BNP DRW Flow Traders Old Mission Europe LLP Optiver Virtu
IE00BWBXM948,London Stock Exchange,GBP,GXLK,GXLK.L,GXLK LN INZPDTP,BNP DRW Flow Traders Old Mission Europe LLP Optiver Virtu
IE00BWBXM948,SIX Swiss Exchange,USD,SXLK,SXLK.S,SXLK SE INZPDTU,BNP DRW Finovesta Flow Traders Optiver Virtu
IE00BWBXM948,XETRA,EUR,ZPDT,ZPDT.DE,ZPDT GY INZPDTE,BAADER BANK AG BNP Flow Traders Optiver
IE00BF2FN646,London Stock Exchange,GBX,TRXG,- -,- -,-
IE00BF2FN646,gettex,EUR,TRDX,- -,- -,-
IE00BF2FN646,Stuttgart Stock Exchange,EUR,TRDX,- -,- -,-
IE00BF2FN646,Borsa Italiana,EUR,TREX,TREX.MI EQGTINAV.DE,TREX IM TREXINE,Flow Traders
IE00BF2FN646,London Stock Exchange,USD,TREX,TREX.L EQGUINAV.DE,TREX LN TREXIN,Flow Traders
IE00BF2FN646,London Stock Exchange,GBP,-,TRXG.L EQGXINAV.DE,TRXG LN TRXGIN,Flow Traders
IE00BF2FN646,SIX Swiss Exchange,USD,TREX,TREX.S EQGUINAV.DE,TREX SW TREXIN,Flow Traders
IE00BF2FN646,XETRA,EUR,TRDX,TRDX1.DE EQGTINAV.DE,TRDX GY TREXINE,Flow Traders
IE00BDQZN113,SIX Swiss Exchange,USD,AWESGW,AWESGW.S AWESGWUSDINAV=SOLA,AWESGW SW IAWESGW,Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
