symbol,isin,name,currency,size,domicile,exchange,instrument,ter,ticker,wkn
IE00BVZ6SQ11,IE00BVZ6SQ11,PIMCO US Short-Term High Yield Corporate Bond UCITS ETF Acc,USD,399,Ireland,"London, SIX Swiss Exchange",ETF,0.55,STYC,A14PHH
IE000NDWFGA5,IE000NDWFGA5,Global X Uranium UCITS ETF USD Accumulating,USD,398,Ireland,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana",ETF,0.65,URNU,A3DC8S
LU0879399441,LU0879399441,UBS SBI® Foreign AAA-BBB 5-10 ESG UCITS ETF CHF dis,CHF,398,Luxembourg,"gettex, XETRA, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.2,UEFZ,A1H9GG
LU1953188833,LU1953188833,UBS MSCI China Universal UCITS ETF USD dis,USD,395,Luxembourg,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.3,UETC,A2PESQ
IE0009YQE5W1,IE0009YQE5W1,JPMorgan UK Equity Core UCITS ETF GBP (acc),GBP,395,Ireland,"London, SIX Swiss Exchange",ETF,0.25,JUKC,A3DMXR
LU1681040496,LU1681040496,Amundi Euro High Yield Bond ESG UCITS ETF EUR (C),EUR,394,Luxembourg,"gettex, XETRA, Euronext Paris, Stuttgart, Borsa Italiana",ETF,0.35,AHYE,A2H580
DE000ETFL441,DE000ETFL441,Deka MDAX UCITS ETF,EUR,394,Germany,"gettex, XETRA, Stuttgart",ETF,0.3,ELF1,ETFL44
LU1681048630,LU1681048630,Amundi Global Luxury UCITS ETF EUR Acc,EUR,393,Luxembourg,"gettex, XETRA, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.25,GLUX,A2H564
IE00B3B8PX14,IE00B3B8PX14,iShares Global Inflation Linked Government Bond UCITS ETF USD (Acc),USD,392,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange",ETF,0.2,IUS5,A0Q41X
IE00BCLWRD08,IE00BCLWRD08,iShares MSCI EMU Mid Cap UCITS ETF,EUR,391,Ireland,"gettex, XETRA, Stuttgart, SIX Swiss Exchange",ETF,0.49,IS3H,A1W370
LU2523865991,LU2523865991,Xtrackers II Eurozone Government Bond 7-10 UCITS ETF 2C - USD Hedged,USD,391,Luxembourg,London,ETF,0.2,X71U,DBX0S5
IE00BNGFMY78,IE00BNGFMY78,Fidelity Pacific ex-Japan Equity Research Enhanced UCITS ETF ACC-USD,USD,388,Ireland,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana",ETF,0.2,FEPX,A2QD42
IE000R9FA4A0,IE000R9FA4A0,iShares S&P 500 Scored and Screened UCITS ETF USD (Acc),USD,387,Ireland,"gettex, XETRA, SIX Swiss Exchange, Euronext Amsterdam",ETF,0.07,ZA30,A3DKFN
IE00BGL86Z12,IE00BGL86Z12,iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),USD,387,Ireland,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.4,IEVD,A2N9FP
IE00BF3NC260,IE00BF3NC260,iShares Euro Total Market Value Large UCITS ETF,USD,385,Ireland,"London, SIX Swiss Exchange",ETF,0.55,HYGU,A2DUC0
IE000RJECXS5,IE000RJECXS5,Avantis Global Equity UCITS ETF USD Acc,USD,384,Ireland,"gettex, XETRA, London",ETF,0.22,AVWC,A40GB8
CH1199067674,CH1199067674,21shares Bitcoin Core ETP,USD,383,Switzerland,"gettex, XETRA, London, Euronext Paris, SIX Swiss Exchange, Euronext Amsterdam",ETN,0.1,21BC,A3GZ2Z
IE00BL977C92,IE00BL977C92,iShares MSCI China UCITS ETF USD (Dist),USD,382,Ireland,"gettex, Euronext Amsterdam",ETF,0.28,IS4T,A2P1KX
LU0290357929,LU0290357929,Xtrackers II Global Inflation-Linked Bond UCITS ETF 1C - EUR Hedged,EUR,382,Luxembourg,"gettex, XETRA, Stuttgart, Borsa Italiana",ETF,0.25,XGIN,DBX0AL
DE0002635265,DE0002635265,iShares Pfandbriefe UCITS ETF (DE),EUR,381,Germany,"gettex, XETRA, Stuttgart, Borsa Italiana",ETF,0.1,EXHE,263526
LU1781541849,LU1781541849,Amundi MSCI EM Asia ESG Broad Transition UCITS ETF Acc,USD,381,Luxembourg,"gettex, XETRA, London, Stuttgart, Borsa Italiana",ETF,0.25,LCUA,LYX0YF
IE00BLSN7N96,IE00BLSN7N96,UBS S&P 500 ESG Elite UCITS ETF USD dis,USD,380,Ireland,London,ETF,0.15,S5ED,A40YF2
LU0322252171,LU0322252171,Xtrackers MSCI AC Asia ex Japan ESG Swap UCITS ETF 1C,USD,380,Luxembourg,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.65,XAXJ,DBX1AE
LU0321465469,LU0321465469,Xtrackers II USD Overnight Rate Swap UCITS ETF 1C 1C,USD,379,Luxembourg,"gettex, XETRA, London, Stuttgart, Borsa Italiana",ETF,0.1,XFFE,DBX0A0
DE000ETFL268,DE000ETFL268,Deka MSCI USA UCITS ETF,USD,379,Germany,"gettex, XETRA, Stuttgart",ETF,0.3,EL4Z,ETFL26
IE00BWBXM724,IE00BWBXM724,SPDR S&P U.S. Industrials Select Sector UCITS ETF USD,USD,379,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.15,ZPDI,A14QB3
IE00BYM31M36,IE00BYM31M36,iShares Fallen Angels High Yield Corporate Bond UCITS ETF,USD,379,Ireland,"gettex, XETRA, London, Stuttgart, Borsa Italiana",ETF,0.5,QDVQ,A2AFCX
IE000W8HP9L8,IE000W8HP9L8,BNP Paribas Easy MSCI World Min TE UCITS ETF EUR Acc,EUR,377,Ireland,"gettex, XETRA, Euronext Paris, SIX Swiss Exchange, Borsa Italiana",ETF,0.16,ASRY,A3ERF1
IE00BCLWRG39,IE00BCLWRG39,iShares MSCI Japan USD Hedged UCITS ETF (Acc),USD,376,Ireland,"gettex, London, SIX Swiss Exchange",ETF,0.64,IS30,A1W2ES
LU0484968903,LU0484968903,Xtrackers II EUR Corporate Bond SRI PAB UCITS ETF 1C,EUR,376,Luxembourg,"gettex, XETRA",ETF,0.16,XB4D,DBX0E9
IE00B52MJD48,IE00B52MJD48,iShares Nikkei 225 UCITS ETF (Acc),JPY,375,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.48,SXRZ,A0YEDQ
IE0007QB4QS2,IE0007QB4QS2,BNP Paribas Easy ESG Enhanced World UCITS ETF EUR Capitalisation,EUR,375,Ireland,"gettex, XETRA, Euronext Paris, Borsa Italiana",ETF,0.2,LM9C,A40HTE
LU3086388124,LU3086388124,Amundi MSCI Europe Screened UCITS ETF (Acc),EUR,374,Luxembourg,Euronext Paris,ETF,0.12,EUSC,ETF189
IE00BJSFR200,IE00BJSFR200,iShares Global High Yield Corporate Bond UCITS ETF EUR Hedged (Dist),EUR,374,Ireland,"gettex, XETRA, Stuttgart",ETF,0.55,HYLE,A2PGVW
IE00BJXT3B87,IE00BJXT3B87,UBS MSCI USA Socially Responsible UCITS ETF USD dis,USD,374,Ireland,"gettex, XETRA, London, SIX Swiss Exchange",ETF,0.19,4UBK,A2PZBC
LU2780870932,LU2780870932,Amundi Global Corporate Bond 1-5Y Highest Rated ESG UCITS ETF USD Hedged Acc,USD,373,Luxembourg,"gettex, XETRA",ETF,0.18,GCRE,A408V6
NL0009272749,NL0009272749,VanEck AEX UCITS ETF,EUR,372,Netherlands,"gettex, Euronext Amsterdam, Euronext Brussels",ETF,0.3,2TCA,A1JN2C
LU0322253229,LU0322253229,Xtrackers S&P Global Infrastructure Swap UCITS ETF 1C,USD,372,Luxembourg,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.6,DX2E,DBX1AP
IE00099GAJC6,IE00099GAJC6,iShares MSCI China A UCITS ETF EUR Hedged (Acc),EUR,371,Ireland,Borsa Italiana,ETF,0.45,CNYE,A3DENH
IE000CXLGK86,IE000CXLGK86,Xtrackers S&P 500 Equal Weight UCITS ETF 2D,USD,370,Ireland,"gettex, XETRA, London",ETF,0.15,XDED,DBX0TP
IE000FHBZDZ8,IE000FHBZDZ8,iShares Core Global Aggregate Bond UCITS ETF USD (Acc),USD,370,Ireland,Euronext Amsterdam,ETF,0.1,AGAC,A40BZR
IE00BK4W7N32,IE00BK4W7N32,iShares USD Corporate Bond ESG SRI UCITS ETF (Dist),USD,369,Ireland,"gettex, XETRA, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.15,36BE,A2PSEQ
LU1617164998,LU1617164998,Amundi EUR Short Term High Yield Corporate Bond ESG UCITS ETF Dist,EUR,369,Luxembourg,"gettex, XETRA, Borsa Italiana",ETF,0.3,AHYS,LYX0WT
LU1048314196,LU1048314196,UBS BBG Euro Area Liquid Corp 1-5 UCITS ETF EUR dis,EUR,368,Luxembourg,"gettex, XETRA, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.16,UEF6,A110QF
FR0014003FW1,FR0014003FW1,Amundi MSCI World Climate Paris Aligned Umweltzeichen UCITS ETF ,USD,368,France,"gettex, XETRA",ETF,0.25,PABV,A3CWYD
IE00BDQZ5152,IE00BDQZ5152,iShares USD Intermediate Credit Bond UCITS ETF USD (Dist),USD,367,Ireland,"gettex, XETRA, London, Stuttgart",ETF,0.15,SXRF,A2DKPP
IE00BD4TY345,IE00BD4TY345,UBS MSCI Australia UCITS ETF AUD dis,AUD,367,Ireland,"London, SIX Swiss Exchange",ETF,0.4,AUAD,A2DWP8
IE00BKWQ0Q14,IE00BKWQ0Q14,SPDR MSCI Europe UCITS ETF,EUR,367,Ireland,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.25,SPYE,A1191Q
DE000A1EK0J7,DE000A1EK0J7,Xtrackers Physical Silver EUR Hedged ETC,EUR,367,Jersey,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETC,0.75,XAD2,A1EK0J
IE00B5377D42,IE00B5377D42,iShares MSCI Australia UCITS ETF,USD,367,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.5,IBC6,A0YJ80
IE000IP0UC52,IE000IP0UC52,Amundi MSCI USA ESG Selection UCITS ETF EUR Hedged Acc,EUR,367,Ireland,"gettex, XETRA, Euronext Paris",ETF,0.17,SADH,ETF109
IE00B48X4842,IE00B48X4842,SPDR MSCI Emerging Markets Small Cap UCITS ETF,USD,366,Ireland,"gettex, XETRA, London, Stuttgart",ETF,0.55,SPYX,A1JJTF
LU3053349364,LU3053349364,Eurizon YIS MSCI USA Universal UCITS ETF USD (Acc),USD,366,Luxembourg,Borsa Italiana,ETF,0.19,YIUU2,A419CW
FR0010375766,FR0010375766,Amundi MSCI India Swap UCITS ETF USD Acc,USD,365,France,"gettex, London, SIX Swiss Exchange",ETF,0.85,NK4G,LYX0BQ
LU2300294316,LU2300294316,Amundi Euro Corporate 0-1Y ESG UCITS ETF DR (C),EUR,365,Luxembourg,"gettex, XETRA, Euronext Paris, Borsa Italiana",ETF,0.08,ECR1,A2QP8C
LU0322250712,LU0322250712,Xtrackers LPX MM Private Equity Swap UCITS ETF 1C,EUR,365,Luxembourg,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.7,DX2D,DBX1AN
IE000GUOATN7,IE000GUOATN7,iShares iBonds Dec 2025 Term EUR Corporate UCITS ETF EUR (Acc),EUR,364,Ireland,"gettex, XETRA, Euronext Paris, SIX Swiss Exchange, Borsa Italiana",ETF,0.12,IB25,A3EGGL
IE00BKF09C98,IE00BKF09C98,iShares USD High Yield Corporate Bond ESG SRI UCITS ETF USD (Dist),USD,364,Ireland,"gettex, Euronext Amsterdam",ETF,0.25,AYE1,A2PNJM
FR0007056841,FR0007056841,Amundi Dow Jones Industrial Average UCITS ETF Dist,EUR,363,France,"gettex, XETRA, London, Euronext Paris, Stuttgart, Borsa Italiana",ETF,0.5,DJAM,541779
LU2668197069,LU2668197069,Amundi MSCI Japan ESG Broad Transition UCITS ETF GBP Dist,GBP,361,Luxembourg,London,ETF,0.08,CJ1P,ETF089
IE000BWITBP9,IE000BWITBP9,iShares iBonds Dec 2026 Term USD Corporate UCITS ETF USD (Acc),USD,361,Ireland,"gettex, XETRA, London, Euronext Paris, SIX Swiss Exchange",ETF,0.12,D26A,A3D8E1
DE000ETFL482,DE000ETFL482,Deka Euro iSTOXX ex Fin Dividend Plus UCITS ETF,EUR,360,Germany,"gettex, XETRA, Stuttgart",ETF,0.3,ELFC,ETFL48
LU0942970798,LU0942970798,Xtrackers II ESG Global Aggregate Bond UCITS ETF 5C EUR hedged,EUR,360,Luxembourg,"gettex, XETRA, Stuttgart, Borsa Italiana",ETF,0.1,XBAE,DBX0NZ
IE00BZ048462,IE00BZ048462,iShares USD Floating Rate Bond UCITS ETF,USD,359,Ireland,"gettex, XETRA, London, Stuttgart, Borsa Italiana",ETF,0.1,QDVY,A2DS7X
LU0476289466,LU0476289466,Xtrackers MSCI Mexico UCITS ETF 1C,USD,359,Luxembourg,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.65,D5BI,DBX0ES
IE00BYPHT736,IE00BYPHT736,Xtrackers iBoxx EUR Corporate Bond Yield Plus UCITS ETF 1D,EUR,359,Ireland,"gettex, XETRA, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.25,XDEP,A2ACJ8
IE00BQ70R696,IE00BQ70R696,Invesco Nasdaq Biotech UCITS ETF,USD,359,Ireland,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.4,NBTK,A12CCJ
IE00BF3N7102,IE00BF3N7102,iShares USD High Yield Corporate Bond UCITS ETF EUR Hedged (Dist),EUR,358,Ireland,"gettex, XETRA, London, Stuttgart, Borsa Italiana",ETF,0.55,IBC2,A2DUCX
LU2655993207,LU2655993207,Amundi MSCI World Swap UCITS ETF EUR Dist,EUR,357,Luxembourg,Euronext Paris,ETF,0.38,EWLD,ETF092
IE00BJP26F04,IE00BJP26F04,iShares GBP Ultrashort Bond ESG SRI ​UCITS ETF GBP (Dist),GBP,357,Ireland,"gettex, London",ETF,0.09,UEED,A2PW6S
IE000I1D7D10,IE000I1D7D10,iShares iBonds Dec 2027 Term USD Corporate UCITS ETF USD (Acc),USD,356,Ireland,"gettex, XETRA, London, Euronext Paris, SIX Swiss Exchange",ETF,0.12,CEBK,A3EHAL
LU0908508731,LU0908508731,Xtrackers Global Government Bond UCITS ETF 5C,EUR,355,Luxembourg,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.2,XG7S,DBX0NM
IE0009JOT9U1,IE0009JOT9U1,iShares Physical Gold EUR Hedged ETC,EUR,353,Ireland,"gettex, XETRA",ETC,0.25,IGLD,A3GX4G
IE000JCW3DZ3,IE000JCW3DZ3,Global X Defence Tech UCITS ETF USD Accumulating,USD,353,Ireland,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana",ETF,0.5,4MMR,A40E7A
IE00BMYDM794,IE00BMYDM794,L&G Hydrogen Economy UCITS ETF USD Acc,USD,353,Ireland,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana",ETF,0.49,HTMW,A2QMAL
IE0005CH3U28,IE0005CH3U28,JPMorgan Active US Growth UCITS ETF USD (acc),USD,352,Ireland,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana",ETF,0.5,JPGR,A3EW6K
IE0008TDJ461,IE0008TDJ461,iShares iBonds Dec 2030 Term USD Corporate UCITS ETF USD (Acc),USD,352,Ireland,"London, SIX Swiss Exchange",ETF,0.12,ID30,A406PY
DE000A0F5UK5,DE000A0F5UK5,iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),EUR,352,Germany,"gettex, XETRA, Stuttgart",ETF,0.46,EXV6,A0F5UK
IE000QJMYB29,IE000QJMYB29,iShares iBonds Dec 2029 Term USD Corporate UCITS ETF USD (Acc),USD,351,Ireland,"London, SIX Swiss Exchange",ETF,0.12,ID29,A406PW
IE00BFZPF439,IE00BFZPF439,Invesco AT1 Capital Bond UCITS ETF EUR Hedged Dist,EUR,351,Ireland,"gettex, XETRA, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.39,XAT1,A2JK9Y
IE000R85HL30,IE000R85HL30,Amundi MSCI USA SRI Climate Paris Aligned UCITS ETF Acc,EUR,351,Ireland,"gettex, XETRA, Euronext Paris, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.18,WEBD,ETF134
IE000H5X52W8,IE000H5X52W8,iShares iBonds Dec 2027 Term EUR Corporate UCITS ETF EUR (Dist),EUR,351,Ireland,"gettex, XETRA, Euronext Paris, SIX Swiss Exchange, Borsa Italiana",ETF,0.12,CEBD,A3EFXB
IE00BGJWWY63,IE00BGJWWY63,Invesco Euro Government Bond 1-3 Year UCITS ETF Dist,EUR,349,Ireland,"gettex, XETRA, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.1,EIB3,A2N7D4
IE0001ZFMLN7,IE0001ZFMLN7,iShares NASDAQ 100 Swap UCITS ETF USD (Acc),USD,349,Ireland,"London, SIX Swiss Exchange, Euronext Amsterdam",ETF,0.2,N100,A40HWB
DE0006289499,DE0006289499,iShares eb.rexx Government Germany 5.5-10.5yr UCITS ETF (DE),EUR,348,Germany,"gettex, XETRA, Stuttgart",ETF,0.16,EXHD,628949
IE00B58FQX63,IE00B58FQX63,UBS CMCI Composite SF UCITS ETF hCHF acc,CHF,347,Ireland,SIX Swiss Exchange,ETF,0.34,CCCHA,A1C79S
IE00BFZPF546,IE00BFZPF546,iShares J.P. Morgan Emerging Markets Local Government Bond UCITS ETF USD (Acc),USD,347,Ireland,"gettex, London, Euronext Paris",ETF,0.5,QDV7,A2JK8Z
IE00B4WXJH41,IE00B4WXJH41,iShares Euro Government Bond 10-15yr UCITS ETF,EUR,347,Ireland,"gettex, XETRA, London, Stuttgart, Borsa Italiana, Euronext Amsterdam",ETF,0.15,EUN8,A0RL82
LU2090063673,LU2090063673,Amundi Core MSCI Japan UCITS ETF Dist,JPY,346,Luxembourg,"gettex, XETRA, SIX Swiss Exchange, Euronext Amsterdam",ETF,0.12,NADA,LYX05A
IE00BGDQ0T50,IE00BGDQ0T50,iShares MSCI EM SRI UCITS ETF USD (Dist),USD,345,Ireland,"gettex, XETRA, Euronext Amsterdam",ETF,0.25,36B5,A2N9LJ
LU2082999306,LU2082999306,Amundi Smart Overnight Return UCITS ETF Dist,EUR,344,Luxembourg,"gettex, XETRA, SIX Swiss Exchange",ETF,0.1,EGV2,LYX047
LU2903252349,LU2903252349,Scalable MSCI AC World Xtrackers UCITS ETF 1C,USD,344,Luxembourg,"gettex, XETRA, London, Borsa Italiana",ETF,0.0,SCWX,DBX1SC
IE00BM67HS53,IE00BM67HS53,Xtrackers MSCI World Materials UCITS ETF 1C,USD,342,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.25,XDWM,A113FL
IE000XNILW20,IE000XNILW20,WisdomTree Global Sustainable Equity UCITS ETF USD Unhedged Acc,USD,342,Ireland,"gettex, XETRA, London, Borsa Italiana",ETF,0.29,WSDG,A402PM
DE000A0D8Q49,DE000A0D8Q49,iShares Dow Jones US Select Dividend UCITS ETF (DE),USD,342,Germany,"gettex, XETRA, Stuttgart, Borsa Italiana",ETF,0.31,EXX5,A0D8Q4
IE00B3WMTH43,IE00B3WMTH43,Invesco US Health Care Sector UCITS ETF,USD,342,Ireland,"gettex, London, SIX Swiss Exchange, Borsa Italiana",ETF,0.14,SML4,A0YHMK
DE000ETFL185,DE000ETFL185,Deka Deutsche Boerse EUROGOV Germany 1-3 UCITS ETF,EUR,341,Germany,"gettex, XETRA, Stuttgart",ETF,0.15,EL4S,ETFL18
IE00BNDS1P30,IE00BNDS1P30,Vanguard ESG Global Corporate Bond UCITS ETF EUR Hedged Accumulating,EUR,341,Ireland,"gettex, XETRA, Euronext Paris, Borsa Italiana, Euronext Amsterdam",ETF,0.15,V3GF,A2QL8W
IE00BF2B0L69,IE00BF2B0L69,Franklin European Quality Dividend UCITS ETF (Dist),EUR,341,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.25,FLXD,A2DTF2
IE00BKPT2T41,IE00BKPT2T41,iShares J.P. Morgan Advanced USD EM Investment Grade Bond UCITS ETF USD (Acc),USD,341,Ireland,"gettex, SIX Swiss Exchange, Euronext Amsterdam",ETF,0.3,IS3W,A2P1KW
IE00B42Q4896,IE00B42Q4896,Invesco US Financials Sector UCITS ETF,USD,340,Ireland,"London, SIX Swiss Exchange, Borsa Italiana",ETF,0.14,XLFS,A0YHMN
GB00BLD4ZM24,GB00BLD4ZM24,CoinShares Physical Staked Ethereum,USD,340,Jersey,"gettex, XETRA, London, Euronext Paris, SIX Swiss Exchange, Euronext Amsterdam",ETN,0.0,CETH,A3GQ2N
IE00BFNNN236,IE00BFNNN236,WisdomTree AT1 CoCo Bond UCITS ETF EUR Hedged,EUR,338,Ireland,"gettex, XETRA, SIX Swiss Exchange, Borsa Italiana",ETF,0.39,WTEB,A2JQ0E
IE000NM0ALX6,IE000NM0ALX6,Amundi S&P Global Consumer Discretionary ESG UCITS ETF DR EUR (A),EUR,337,Ireland,"gettex, XETRA, Euronext Paris, Borsa Italiana",ETF,0.18,WELJ,A3DSS4
IE000LTA2082,IE000LTA2082,Amundi S&P Global Industrials ESG UCITS ETF DR EUR (A),EUR,337,Ireland,"gettex, XETRA, Euronext Paris, Borsa Italiana",ETF,0.18,WELH,A3DSTE
IE00B6YX5L24,IE00B6YX5L24,SPDR Bloomberg 15+ Year Gilt UCITS ETF,GBP,337,Ireland,"gettex, XETRA, London, Stuttgart",ETF,0.15,SYBL,A1JKSY
IE000LUZJNI7,IE000LUZJNI7,Invesco MSCI Europe Equal Weight UCITS ETF Acc,EUR,337,Ireland,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana",ETF,0.2,MEEQ,A40V71
IE00BYYR0489,IE00BYYR0489,iShares MSCI Saudi Arabia Capped UCITS ETF USD (Acc),USD,336,Ireland,"gettex, XETRA, London, SIX Swiss Exchange",ETF,0.6,IUSS,A14ZV2
IE000ROSD5J6,IE000ROSD5J6,iShares Essential Metals Producers UCITS ETF USD (Acc),USD,335,Ireland,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam",ETF,0.55,CEBT,A3ERLP
LU0952581584,LU0952581584,Xtrackers II Japan Government Bond UCITS ETF 1C,JPY,335,Luxembourg,"gettex, XETRA, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.15,XJSE,DBX0N3
LU0671493277,LU0671493277,UBS MSCI EMU Small Cap UCITS ETF EUR dis,EUR,335,Luxembourg,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Euronext Amsterdam",ETF,0.28,UEFD,A1JHNE
IE00BF2FNB90,IE00BF2FNB90,Invesco US Treasury Bond 7-10 Year UCITS ETF GBP Hedged Dist,GBP,334,Ireland,"London, SIX Swiss Exchange",ETF,0.1,TRXS,A2N6WW
IE00BDFJYM28,IE00BDFJYM28,iShares US Aggregate Bond UCITS ETF EUR Hedged (Acc),EUR,333,Ireland,"gettex, London",ETF,0.3,EUNE,A2JE32
DE0006289473,DE0006289473,iShares eb.rexx Government Germany 1.5-2.5yr UCITS ETF (DE),EUR,333,Germany,"gettex, XETRA, Stuttgart",ETF,0.16,EXHB,628947
LU1446552652,LU1446552652,Ossiam Shiller Barclays CAPE® US Sector Value TR UCITS ETF 1C (EUR Hedged),EUR,333,Luxembourg,"Euronext Paris, SIX Swiss Exchange",ETF,0.65,CAPH,A2ANVS
LU2382233182,LU2382233182,Amundi Global Corporate SRI 1-5Y UCITS ETF DR Hedged GBP (C),GBP,332,Luxembourg,London,ETF,0.15,GCSG,A3CZCQ
LU0641006456,LU0641006456,Xtrackers II Global Government Bond UCITS ETF 3C - USD Hedged,USD,330,Luxembourg,London,ETF,0.15,XGSI,DBX0LZ
IE00BD8D5G25,IE00BD8D5G25,PIMCO Advantage Euro Short-Term High Yield Corporate Bond UCITS ETF Acc,EUR,329,Ireland,"gettex, XETRA, Stuttgart, SIX Swiss Exchange",ETF,0.45,EUHA,A2DLP1
IE00BP2NF958,IE00BP2NF958,JPMorgan Japan Research Enhanced Index Equity (ESG) UCITS ETF USD (acc),USD,329,Ireland,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana",ETF,0.25,JREJ,A3CPER
IE00BFNM3M05,IE00BFNM3M05,iShares MSCI Japan Screened UCITS ETF USD (Dist),USD,328,Ireland,"gettex, XETRA, London, Stuttgart",ETF,0.15,SODJ,A2N6TG
IE00BLRPQK69,IE00BLRPQK69,L&G UK Gilt 0-5 Year UCITS ETF,GBP,328,Ireland,London,ETF,0.06,UKG5,A2QJ8T
LU2355200523,LU2355200523,Amundi Core Global Aggregate Bond UCITS ETF Hedged GBP Dist,GBP,328,Luxembourg,London,ETF,0.08,AGHG,A3CSFW
IE00BQQP9H09,IE00BQQP9H09,VanEck Morningstar US ESG Wide Moat UCITS ETF A,USD,328,Ireland,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.49,GMVM,A12CCN
IE00B4LHWP62,IE00B4LHWP62,iShares Physical Platinum ETC,USD,327,Ireland,"gettex, London, Stuttgart",ETC,0.2,PPFC,A1KWPS
LU1681042518,LU1681042518,Amundi MSCI Europe Value Factor UCITS ETF EUR,EUR,327,Luxembourg,"gettex, Euronext Paris, Borsa Italiana",ETF,0.23,10A2,A2H57R
IE00BZ173T46,IE00BZ173T46,iShares MSCI USA SRI UCITS ETF USD (Dist),USD,326,Ireland,"gettex, XETRA, Euronext Amsterdam",ETF,0.2,36B6,A2N9LH
IE000FF2EBQ8,IE000FF2EBQ8,BNP Paribas Easy ECPI Global ESG Infrastructure UCITS ETF EUR Capitalisation,EUR,326,Ireland,"gettex, XETRA, Euronext Paris, SIX Swiss Exchange, Borsa Italiana",ETF,0.31,XU61,A3EWYS
IE00BFWXDY69,IE00BFWXDY69,Franklin Euro Short Maturity UCITS ETF (Dis),EUR,325,Ireland,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.15,FVSH,A2JKUX
XS2425848053,XS2425848053,WisdomTree Energy Transition Metals,USD,325,Ireland,"gettex, XETRA, London, Euronext Paris, Borsa Italiana",ETC,0.45,NRGT,A3GWVP
FR0010245514,FR0010245514,Amundi Japan TOPIX II UCITS ETF EUR Dist,EUR,325,France,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana",ETF,0.45,LYY4,A0ESMK
LU2244386053,LU2244386053,BNP Paribas Easy EUR High Yield SRI Fossil Free UCITS ETF Acc,EUR,325,Luxembourg,"gettex, XETRA, Euronext Paris, Borsa Italiana",ETF,0.25,ASRF,A2QMK5
IE00BKT6FT27,IE00BKT6FT27,iShares Global Government Bond UCITS ETF EUR Hedged (Dist),EUR,324,Ireland,"gettex, Euronext Amsterdam",ETF,0.25,AYEK,A2PRG2
IE00BM97MR69,IE00BM97MR69,Xtrackers US Treasuries Ultrashort Bond UCITS ETF 1C,USD,323,Ireland,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana",ETF,0.06,XT01,A2P7TP
